ITEM_20150317_000001	$Elmo_vazio 
ITEM_20150317_000404	$Esse arco foi criado por Lydia Schaffen. Ela usou esse arco frequentemente ao longo de sua vida, mas intencionalmente escondeu o método de confecção de 'A Torre das Estrelas' e 'Schaffenstar', duas entidades fundadas por ela. 
ITEM_20150317_000405	$Arco da Tormenta 
ITEM_20150317_000406	{memo X}$Um novo arco criado e desenvolvido pelo esforço conjunto de mestres de confecção de arcos. Foi concebido com a esperança de superar a Grande Calamidade das Plantas. 
ITEM_20150317_000407	$Arma_vazia_Arco 
ITEM_20150317_000408	{memo X}$Besta Leve Inferior 
ITEM_20150317_000409	$Besta [Perfurar] 
ITEM_20150317_000410	$Útil quando ter uma mão livre é mais importante do que ter mais poder de ataque. 
ITEM_20150317_000411	{memo X}$Besta Inferior 
ITEM_20150317_000412	$As bestas modernas usam vários materiais diferentes, principalmente partes de monstros. 
ITEM_20150317_000413	$Dokyu 
ITEM_20150317_000414	$Uma arma fácil de recarregar. 
ITEM_20150317_000415	$Besta de Combate  
ITEM_20150317_000416	$Usada pelo Mestre Besteiro para ensinar principiantes. 
ITEM_20150317_000417	$Besta de Carvalho 
ITEM_20150317_000418	{memo X}$Embora a matéria prima seja difícil de encontrar devido à Grande Calamidade das Plantas, esta arma não é difícil de fazer. 
ITEM_20150317_000419	$Besta de Lacre 
ITEM_20150317_000420	$Como às vezes os ossos dos monstros são amaldiçoados, esta arma tem um lacre anexado. 
ITEM_20150317_000421	$Catapulta 
ITEM_20150317_000422	$Há uma longa história de pesquisa sobre como adaptar o armamento de cerco para uso de uma única pessoa. Essa arma é o auge de todo esse trabalho. 
ITEM_20150317_000423	$Cranequin 
ITEM_20150317_000424	$O mecanismo ajuda os principiantes a usar essa arma, mas quem é experiente se beneficia da potência agregada. 
ITEM_20150317_000425	{memo X}$Besta de Carvalho Rudimentar 
ITEM_20150317_000426	{memo X}$Besta de Lacre Rudimentar 
ITEM_20150317_000427	$Besta de Precisão 
ITEM_20150317_000428	$Uma arma poderosa, abominável por ter sido usada pelo Assassino Evonipon. 
ITEM_20150317_000429	$Besta Leve 
ITEM_20150317_000430	{memo X}$Besta Leve Pesada 
ITEM_20150317_000431	$Besta 
ITEM_20150317_000432	{memo X}$Dokyu Pesado 
ITEM_20150317_000433	memo X}$Besta de Combate Pesada 
ITEM_20150317_000434	{memo X}$Besta de Carvalho Pesada 
ITEM_20150317_000435	$Besta de Combate das Trevas 
ITEM_20150317_000436	$Cranequin das Trevas 
ITEM_20150317_000437	$Besta das Trevas 
ITEM_20150317_000438	$Dokyu das Trevas 
ITEM_20150317_000439	$Besta de Carvalho das Trevas 
ITEM_20150317_000440	$Balestra 
ITEM_20150317_000441	$Torreta de Fedimian 
ITEM_20150317_000442	$Atirador de Balas 
ITEM_20150317_000443	$Arco de Ponta Preta 
ITEM_20150317_000444	$Besta de Espinhos 
ITEM_20150317_000445	$Sarrilho
ITEM_20150317_000446	{memo X}$Besta Pesada 
ITEM_20150317_000447	$Embora um pouco pesado, as magias imbuídas no arco compensam essa desvantagem. 
ITEM_20150317_000448	$Besta Longa 
ITEM_20150317_000449	$Para quem tem boa pontaria, essa é uma boa besta para acertar disparos fatais nos alvos. 
ITEM_20150317_000450	$Grande Cruz 
ITEM_20150317_000451	$Uma besta muito popular entre os arqueiros devido a sua grande qualidade e nenhum defeito. 
ITEM_20150317_000452	$Besta de Alquimia 
ITEM_20150317_000453	{memo X}$Desde a Grande Calamidade das Plantas ocorreu uma maior procura por armas com base em Alquimia. 
ITEM_20150317_000454	$Besta de Medina 
ITEM_20150317_000455	{memo X}$A especialidade dessa arma é abater inimigos bem equipados. 
ITEM_20150317_000456	$Besta-Rainha 
ITEM_20150317_000457	$Não é boa o bastante para ser a "Besta Suprema", mas o título de "Rainha" parece justo. 
ITEM_20150317_000458	$Caçadora 
ITEM_20150317_000459	$Usada frequentemente por arqueiros situados em áreas com visibilidade ruim ou ventos fortes. 
ITEM_20150317_000460	$Besta Peçonhenta 
ITEM_20150317_000461	$Há boatos de que as armas do mercado negro são confeccionadas com o propósito de ter uma manutenção cara. 
ITEM_20150317_000462	$Besta do Sepulcro 
ITEM_20150317_000463	$Esta arma é recomendada caso você pretenda "pôr o alvo para dormir" permanentemente. 
ITEM_20150317_000464	$Besta de Ferreiro 
ITEM_20150317_000465	{memo X}$Essa arma vai causar o dano esperado sempre que você apertar o gatilho. 
ITEM_20150317_000466	$Besta de Klavis 
ITEM_20150317_000467	$Você poder ser o primeiro a extrair o verdadeiro potencial dessa arma. 
ITEM_20150317_000468	$Besta de Thresh 
ITEM_20150317_000469	$Besta de Sestas 
ITEM_20150317_000470	$Besta de Dratt 
ITEM_20150317_000471	$Besta de Aston 
ITEM_20150317_000472	{memo X}$Besta de Devi 
ITEM_20150317_000473	{memo X}$Besta de Prima 
ITEM_20150317_000474	$Estrela Cadente 
ITEM_20150317_000475	$Antigamente, apenas os arqueiros que terminavam o treinamento em 'A Torre das Estrelas' podiam usar essa arma. 
ITEM_20150317_000476	$Aniquiladora Kateen
ITEM_20150317_000477	{memo X}$O Mestre Patrulheiro desenvolveu essa arma com base nos dados da pesquisa sobre monstros na Floresta Kateen após a Grande Calamidade das Plantas. Porém, ele recomenda que não seja usada. 
ITEM_20150317_000478	$Grajus 
ITEM_20150317_000479	$Monstros grandes podem ser caçados usando apenas uma besta? Esta é a resposta. 
ITEM_20150317_000480	$Besta de Tecelã Mortal 
ITEM_20150317_000481	{memo X}$Essa não é uma arma da Tecelã Mortal. Seu dono original provavelmente foi uma vítima patética. 
ITEM_20150317_000482	$Besta de Chaparição 
ITEM_20150317_000483	{memo X}$Essa arma está suficientemente pronta para causar dor em feras selvagens. 
ITEM_20150317_000484	$Expurgadora 
ITEM_20150317_000485	$A maior arqueira da história, Lydia Schaffen, nunca hesitou em caçar demônios. É difícil obter essa arma porque a Schaffenstar manteve a fórmula fora do domínio público. 
ITEM_20150317_000486	$Morto 
ITEM_20150317_000487	$A fórmula foi divulgada ao público após Evonipon jogar fora sua arma enquanto era perseguido por Fiona Ieva. Porém, muitos se sentem tolos ao desafiar monstros com apenas essa arma. 
ITEM_20150317_000488	$Arma_vazia_Maça 
ITEM_20150317_000489	{memo X}$Clava de Madeira Rudimentar 
ITEM_20150317_000490	$Arma Contundente de Uma Mão [Golpe] 
ITEM_20150317_000491	$Arma que qualquer um pode usar sem dificuldade. 
ITEM_20150317_000492	$Clava de Madeira 
ITEM_20150317_000493	$Até mesmo uma vara de madeira comum pode se tornar um item santo, se empunhado por um clérigo. 
ITEM_20150317_000494	$Clava de Ferro das Trevas 
ITEM_20150317_000495	$Uma arma, no mínimo deste calibre, é necessária para aplicar a punição da deusa. 
ITEM_20150317_000496	{memo X}$Maça Inferior 
ITEM_20150317_000497	$É o mínimo necessário para provar que não se é mais um aprendiz de clérigo. 
ITEM_20150317_000498	$Estrela da Manhã 
ITEM_20150317_000499	$Também conhecida como 'A Maça da Penitência' entre os clérigos. 
ITEM_20150317_000500	$Marreta 
ITEM_20150317_000501	$Clérigos experientes atacam o inimigo de várias maneiras usando o enfeite na cabeça desta marreta. 
ITEM_20150317_000502	$Godendlava 
ITEM_20150317_000503	$Se encontrar um clérigo que maneje bem essa arma, você nunca vai mais dizer que ele é inexperiente em combate. 
ITEM_20150317_000504	$Picareta de Combate 
ITEM_20150317_000505	$Você disse que armas contundentes não podem furar uma armadura? Sempre há exceções! 
ITEM_20150317_000506	$Maul 
ITEM_20150317_000507	$Apenas aqueles que treinaram continuamente seu corpo podem empunhar essas arma pesada. 
ITEM_20150317_000508	$Martelo de Combate 
ITEM_20150317_000509	$Desde o surgimento dos monstros, muitas maças tiveram adaptações. 
ITEM_20150317_000510	{memo X}$Godendlava Rudimentar 
ITEM_20150317_000511	{memo X}$Picareta de Combate Rudimentar 
ITEM_20150317_000512	$Clava do Soldado 
ITEM_20150317_000513	$Apesar de ser uma arma oficial de Capelão, raramente é usada pelos sacerdotes de expedição. 
ITEM_20150317_000514	$Clava de Ferro do Prefeito 
ITEM_20150317_000515	{memo X}$Há evidências de ter sido usado como ferramenta em vez de arma. 
ITEM_20150317_000516	{memo X}$Maça Rudimentar 
ITEM_20150317_000517	$Chekan 
ITEM_20150317_000518	$A ideia original era confeccionar uma arma simples e pesada combinando várias armas contundentes. 
ITEM_20150317_000519	{memo X}$Clava de Madeira Pesada 
ITEM_20150317_000520	$Clava de Ferro 
ITEM_20150317_000521	{memo X}$Clava de Ferro Pesada 
ITEM_20150317_000522	$Maça 
ITEM_20150317_000523	{memo X}$Estrela da Manhã Pesada 
ITEM_20150317_000524	{memo X}$Maul Pesado 
ITEM_20150317_000525	{memo X}$Godendlava Pesada 
ITEM_20150317_000526	$Maul das Trevas 
ITEM_20150317_000527	$Martelo de Combate das Trevas 
ITEM_20150317_000528	$Maça das Trevas 
ITEM_20150317_000529	$Estrela da Manhã das Trevas 
ITEM_20150317_000530	$Godendlava das Trevas 
ITEM_20150317_000531	{memo X}$Maul de Combate 
ITEM_20150317_000532	$Clava de Fedimian 
ITEM_20150317_000533	$Maça de Runa 
ITEM_20150317_000534	$Clava de Espinhos 
ITEM_20150317_000535	$Martelo Stirus  
ITEM_20150317_000536	$Martelo de Combate 
ITEM_20150317_000537	{memo X}$Marreta 
ITEM_20150317_000538	$Pentartelo 
ITEM_20150317_000539	$Se você acha que já ouviu esse nome em outro lugar antes, é provável que seja apenas a sua imaginação. A confecção desse martelo foi baseada estritamente em cálculos matemáticos. 
ITEM_20150317_000540	$Maça de Espinhos 
ITEM_20150317_000541	$Maça de Uma Mão [Perfurar] 
ITEM_20150317_000542	$Geralmente, os instrumentos contundentes causam danos de golpe, mas sempre há exceções para tudo. 
ITEM_20150317_000543	$Quebra-escudo 
ITEM_20150317_000544	$O propósito fundamental dos danos por impacto é quebrar a armadura e o escudo de um inimigo. Teste você mesmo. 
ITEM_20150317_000545	$Esmaga-crânio 
ITEM_20150317_000546	$Embora seja raro, um clérigo pode fazer uma exceção de seus votos para proteger a vida. Você deve ser particularmente humilde diante de um clérigo segurando essa arma. 
ITEM_20150317_000547	$Maul de Alquimia 
ITEM_20150317_000548	$Considerada a arma mais fraca entre as confeccionadas com alquimia. Um martelo frágil, por incrível que pareça. 
ITEM_20150317_000549	$Clava de Maulos 
ITEM_20150317_000550	$Uma clava antiga criada quando o reino foi fundado. Meio difícil de encontrar atualmente. 
ITEM_20150317_000551	$Estrela da Manhã Valtas 
ITEM_20150317_000552	$Armamento básico para clérigos ao enfrentar demônios. 
ITEM_20150317_000553	$Maça Peçonhenta 
ITEM_20150317_000554	{memo X}$Antigamente, os Indulgentes conseguiam essa arma por um preço acessível, mas desde a Grande Calamidade das Plantas não é mais assim. 
ITEM_20150317_000555	$Maul de Suncus  
ITEM_20150317_000556	$O conceito inicial dessa arma foi concebido por Monges. Atualmente, é muito usado por todos os clérigos. 
ITEM_20150317_000557	$Martelo de Mineiro 
ITEM_20150317_000558	$Quando refinadas adequadamente, as ferramentas podem tornar-se armas. Não há necessidade de levar uma arma e uma ferramenta até as profundezas de uma mina. 
ITEM_20150317_000559	$Clava de Ferro do Aras 
ITEM_20150317_000560	$Confeccionada por clérigos, magos, alquimistas e até ferreiros. Essa clava pode ser melhorada facilmente com magia. 
ITEM_20150317_000561	$Maça de Ferreiro 
ITEM_20150317_000562	$O poder dessa arma independe da habilidade ou fé de quem estiver usando. 
ITEM_20150317_000563	$Maça de Klavis 
ITEM_20150317_000564	$Não se desaponte porque nenhuma figura icônica da história usou essa arma. Você pode ser o primeiro. 
ITEM_20150317_000565	$Maça de Dio 
ITEM_20150317_000566	$Maça de Thresh 
ITEM_20150317_000567	$Maça de Sestas 
ITEM_20150317_000568	$Maça de Dratt 
ITEM_20150317_000569	$Maça de Aston 
ITEM_20150317_000570	{memo X}$Maça de Devi 
ITEM_20150317_000571	{memo X}$Maça de Prima 
ITEM_20150317_000572	$Esmagador Sagrado 
ITEM_20150317_000573	$Como os clérigos confiam em sua própria fé, a fórmula dessa arma pode ser encontrada com frequência, ironicamente, em locais inesperados. 
ITEM_20150317_000574	$Martelo de Kaloo 
ITEM_20150317_000575	{memo X}$Novas possibilidades foram descobertas para a confecção de armas graças ao surgimento de novos monstros desde a Grande Calamidade das Plantas.
ITEM_20150317_000576	$Cauda de Drake 
ITEM_20150317_000577	$Dizem que o inventor dessa arma viveu muito antes da época do Reino. É mesmo incrível que a fórmula ainda exista. 
ITEM_20150317_000578	$Maça Real 
ITEM_20150317_000579	{memo X}$Essa arma costumava ser apenas obtida pelos clérigos com permissão da casa real. Tais restrições perderam o sentido desde a Grande Calamidade das Plantas. 
ITEM_20150317_000580	$Estrela da Manhã de Vubbe 
ITEM_20150317_000581	$ - 3% de chance de causar Atordoamento por 3 segundos ao atacar. 
ITEM_20150317_000582	{memo X}$Alguns Vubbes usam armas muito úteis. 
ITEM_20150317_000583	$Clava de Tecelã Mortal 
ITEM_20150317_000584	{memo X}$Um momento de silêncio para o dono anterior que se tornou o sacrifício necessário para criar essa Tecelã Mortal. 
ITEM_20150317_000585	$Maça de Chaparição 
ITEM_20150317_000586	{memo X}$Independente do monstro que você enfrenta, essa arma deixar sua marca. 
ITEM_20150317_000587	$Atordoante 
ITEM_20150317_000588	$Alguns clérigos preferem desorientar seu alvo por outros métodos em vez de pregar. 
ITEM_20150317_000589	$Valia 
ITEM_20150317_000590	$Arma consagrada com o poder da deusa durante o processo de confecção. Os demônios anciãos não suportam ver essa arma. 
ITEM_20150317_000591	$Bastão Peixe-espada 
ITEM_20150317_000592	$Que produza disciplina espinhosa. 
ITEM_20150317_000593	$Escudo de Madeira 
ITEM_20150317_000594	$Embora seja feito de madeira, foi confeccionado para atender as necessidades mínimas de um escudo. 
ITEM_20150317_000595	$Broquel de Madeira 
ITEM_20150317_000596	$Surpreendentemente, os broquéis reforçados com um aro de metal são um desenvolvimento relativamente recente. Os historiadores presumem que essa tendência começou por volta do período de fundação do Reino. 
ITEM_20150317_000597	$Escudo Pipa de Madeira 
ITEM_20150317_000598	$Depois de examinar um escudo que improvisou durante uma emergência, o Mestre Peltasta o transformou em um novo escudo multiuso. 
ITEM_20150317_000599	$Escudo Pipa 
ITEM_20150317_000600	$O escudo pipa de metal usado pela cavalaria foi melhorado e reforçado por guerreiros que preferiam robustez em vez de peso bruto.
ITEM_20150317_000601	$Escudo Redondo 
ITEM_20150317_000602	$Com os avanços nas técnicas de combate, o peso de um escudo se tornou uma consideração secundária. O design desse escudo segue totalmente essa tendência. 
ITEM_20150317_000603	$Escudo Pipa de Aço 
ITEM_20150317_000604	$O aparecimento de monstros com força jamais vista criou a necessidade de um escudo pipa feito de materiais mais fortes. 
ITEM_20150317_000605	$Broquel de Aço 
ITEM_20150317_000606	$O peso leve, versatilidade e robustez desse escudo o tornou uma opção popular para a maioria das pessoas. 
ITEM_20150317_000607	$Escudo Robusto 
ITEM_20150317_000608	$Muitos nobres e integrantes da Cavalaria frequentemente usam esse escudo por sua resistência contra golpes poderosos. 
ITEM_20150317_000609	{memo X}$Broquel de Madeira Rudimentar 
ITEM_20150317_000610	$Feito para medir a eficiência de um escudo compacto que precisou de poucos materiais. É melhor do que nada. 
ITEM_20150317_000611	{memo X}$Escudo Pipa de Madeira Rudimentar 
ITEM_20150317_000612	$Diz a lenda que quem inventou esse tipo de escudo foi o Mestre Peltasta. 
ITEM_20150317_000613	$Escudo de Madeira das Trevas 
ITEM_20150317_000614	$Broquel de Madeira das Trevas 
ITEM_20150317_000615	$Escudo de Vieira 
ITEM_20150317_000616	$Escudo de Pelta 
ITEM_20150317_000617	$Escudo de Fedimian 
ITEM_20150317_000618	$Kalkan 
ITEM_20150317_000619	$Escudo do Calvário 
ITEM_20150317_000620	$Escudo de Cavaleiro 
ITEM_20150317_000621	$Escudo Torre 
ITEM_20150317_000622	$Escudo de Madeira Negro 
ITEM_20150317_000623	$Esse escudo é famoso por ser o primeiro a ter sucesso em aumentar a resistência. Foi imbuído com magia durante sua criação. 
ITEM_20150317_000624	$Escudo de Carvalho 
ITEM_20150317_000625	$Esse escudo é confeccionado com propriedades mágicas da madeira. 
ITEM_20150317_000626	$Escudo Brutal 
ITEM_20150317_000627	$A magia é imbuída nesse escudo por meio de um processo de alquimia e não pelas bênçãos da Deusa Gabija. 
ITEM_20150317_000628	$Escudo Pipa Jalia 
ITEM_20150317_000629	$No passado, era necessário uma grande quantidade de recursos para confeccionar esse escudo. Atualmente, pode ser confeccionado de maneira mais fácil. 
ITEM_20150317_000630	{memo X}$Escudo Pipa Pesado 
ITEM_20150317_000631	$O efeito protetor resistente desse escudo protege o usuário contra perigos inesperados. 
ITEM_20150317_000632	$Escudo Gota 
ITEM_20150317_000633	$Esse escudo concede uma ótima defesa contra ataques relâmpago. 
ITEM_20150317_000634	$Protetor Circular 
ITEM_20150317_000635	$De acordo com seus usuários, esse escudo começa a esquentar se usado por muito tempo. 
ITEM_20150317_000636	$Escudo de Ludas 
ITEM_20150317_000637	$Esse escudo é conhecido por suas propriedades mágicas que aumentam a vitalidade de quem o está usando. 
ITEM_20150317_000638	{memo X}$Escudo Minotauro 
ITEM_20150317_000639	$Ainda não se sabe como os monstros conseguiram esse escudo. 
ITEM_20150317_000640	$Escudo de Dio 
