SKILL_20150317_000001	Ataque
SKILL_20150317_000330	Ataque Mágico, Corte, Propriedade de Trevas de [Madakia]
SKILL_20150317_000331	Ataque Físico, Corte, Propriedade de Gelo de [Lêmure]
SKILL_20150317_000332	Ataque Físico, Corte, Propriedade de Elétrico de [Guerreiro Javalomem]
SKILL_20150317_000333	Ataque Físico, Golpe, Propriedade de Gelo de [Guarda Javalomem]
SKILL_20150317_000334	Ataque Físico, Golpe, Propriedade de Terra, Uma Mão
SKILL_20150317_000335	Mágico, Magia, Curar Chão 
SKILL_20150317_000336	Ataque Triplo Físico, Golpe, Propriedade de Terra, Colisão
SKILL_20150317_000337	Ataque Físico, Corte, Propriedade de Terra de [Velho Gancho]
SKILL_20150317_000338	Ataque Físico, Corte, Propriedade de Terra, Esmagar de [Velho Gancho]
SKILL_20150317_000339	Ataque Físico, Corte, Propriedade de Terra, Giratório de [Velho Gancho]
SKILL_20150317_000340	Ataque Físico, Golpe, Propriedade de Veneno de [Varv]
SKILL_20150317_000341	Ataque Triplo Mágico, Magia, Propriedade de Fogo, Disparo de Fogo de [Cone de Fogo]
SKILL_20150317_000342	Ataque Físico, Golpe, Propriedade de Fogo de [Cone de Fogo]
SKILL_20150317_000343	Ataque Duplo Mágico, Magia, Propriedade de Fogo, Fogo Enfurecido de [Cone de Fogo]
SKILL_20150317_000344	Ataque Físico, Corte, Propriedade de Fogo, Giratório de [Velho Gancho Vermelho]
SKILL_20150317_000345	Ataque Físico, Corte, Propriedade de Fogo, Esmagar de [Velho Gancho Vermelho]
SKILL_20150317_000346	Ataque Físico, Perfurar, Propriedade de Fogo de [Arma]
SKILL_20150317_000347	Corrida e Ataque Duplo Físico, Perfurar, Propriedade de Fogo de [Arma]
SKILL_20150317_000348	Ataque Físico, Golpe, Propriedade de Fogo de [Frasco]
SKILL_20150317_000349	Ataque Físico, Perfurar, Propriedade de Trevas de [Boneca Xamã Negra]
SKILL_20150317_000350	Ataque Físico, Golpe, Propriedade de Fogo de [Opaco]
SKILL_20150317_000351	Ataque Duplo Físico, Golpe, Propriedade de Fogo de [Opaco]
SKILL_20150317_000352	Ataque Físico, Golpe, Propriedade de Trevas de [Boneca Xamã Maga]
SKILL_20150317_000353	Ataque Triplo Físico, Golpe, Propriedade de Trevas, Girar e Atacar de [Boneca Xamã Maga]
SKILL_20150317_000354	Ataque Mágico, Magia, Propriedade de Fogo de [Sequoia Incendiária]
SKILL_20150317_000355	Ataque Físico, Perfurar, Propriedade de Veneno, Tentáculo de [Raflor]
SKILL_20150317_000356	Ataque Físico, Perfurar, Propriedade de Veneno, Tentáculo de [Raflor]
SKILL_20150317_000357	Ataque mágico, Magia, Propriedade de Fogo, Raio de Energia de [Mago Vubbe]
SKILL_20150317_000358	Ataque Mágico, Magia, Propriedade de Fogo, Bônus de Escudo Refletor de [Mago Vubbe]
SKILL_20150317_000359	Ataque Mágico, Magia, Propriedade de Fogo, Alcance de Bola de Fogo de [Mago Vubbe do Fogo]
SKILL_20150317_000360	Ataque Mágico, Magia, Propriedade de Fogo, Pilar de Fogo de [Mago Vubbe do Fogo]
SKILL_20150317_000361	Ataque Mágico, Magia, Propriedade de Gelo, Alcance de Raio de Gelo de [Mago Vubbe do Gelo]
SKILL_20150317_000362	Ataque Mágico, Magia, Propriedade de Gelo, Onda Recongelante de [Mago Vubbe do Gelo]
SKILL_20150317_000363	Ataque Mágico, Magia, Propriedade de Trevas, Habilidade de Curar Chão de [Xamã Vubbe]
SKILL_20150317_000364	Ataque Mágico, Magia, Propriedade de Trevas, Habilidade de Chão de [Xamã Vubbe]
SKILL_20150317_000365	Ataque Mágico, Magia, Propriedade de Trevas, Teleportar e Atacar de [Farrapo]
SKILL_20150317_000366	Ataque Físico, Golpe, Propriedade de Veneno de [Noz-Folha]
SKILL_20150317_000367	Ataque Duplo Físico, Golpe, Propriedade de Terra de [Panto]
SKILL_20150317_000368	Ataque Sêxtuplo Contínuo Físico, Golpe, Propriedade de Terra de [Panto] 
SKILL_20150317_000369	Ataque Mágico, Magia, Bônus de Movimento de [Panto]
SKILL_20150317_000370	Ataque Físico, Corte, Propriedade de Terra de [Guerreiro Panto]
SKILL_20150317_000371	Ataque Físico, Perfurar, Propriedade de Veneno de [Ultano]
SKILL_20150317_000372	Ataque Mágico Magia, Propriedade de Veneno de [Ultano]
SKILL_20150317_000373	Ataque Físico, Golpe, Propriedade de Gelo de [Rubabos]
SKILL_20150317_000374	Ataque Mágico, Magia, Propriedade de Gelo de [Rubabos]
SKILL_20150317_000375	Ataque Físico, Golpe, Propriedade de Terra de [Gosma de Elite]
SKILL_20150317_000376	Ataque Físico, Golpe, Sem Propriedade de [Aranha-do-Mato]
SKILL_20150317_000377	Ataque Físico, Golpe, Propriedade de Terra, Cabeçada de [Pokubu]
SKILL_20150317_000378	Ataque Único Físico, Golpe, Propriedade de Veneno de [Mali]
SKILL_20150317_000379	Ataque Físico, Golpe, Propriedade de Terra de [Mallardu]
SKILL_20150317_000380	Ataque Físico, Golpe, Propriedade de Terra, Sopro de Cura de [Mallardu]
SKILL_20150317_000381	Ataque Físico, Golpe, Propriedade de Veneno de [Grummer]
SKILL_20150317_000382	Ataque Físico, Perfurar, Propriedade de Veneno de [Beija-Flor]
SKILL_20150317_000383	Ataque Físico, Corte, Propriedade de Elétrico de [Mosca-Folha]
SKILL_20150317_000384	Restauração de Bônus, Magia, HP Escondido de [Chupacabra do Deserto]
SKILL_20150317_000385	Ataque Físico, Golpe, Propriedade de Terra de [Chupacabra do Deserto]
SKILL_20150317_000386	Ataque Físico, Golpe, Propriedade de Fogo de [Cromocão]
SKILL_20150317_000387	Ataque Físico, Golpe, Propriedade de Veneno de [Sementemia]
SKILL_20150317_000388	Ataque Físico, Golpe, Propriedade de Veneno, Alcance Único de [Sementemia]
SKILL_20150317_000389	Ataque Físico, Corte, Propriedade de Trevas de [Glock]
SKILL_20150317_000390	Ataque Mágico, Magia, Propriedade de Trevas de [Glock]
SKILL_20150317_000391	Ataque Físico, Corte, Propriedade de Gelo, Penalidade de Gelo de [Upente]
SKILL_20150317_000392	Ataque Físico, Corte, Propriedade de Gelo de [Upente]
SKILL_20150317_000393	Ataque Físico, Corte, Propriedade de Trevas de [Rodelin]
SKILL_20150317_000394	Ataque Físico, Corte, Propriedade de Trevas, Alcance Fixo de [Rodelin]
SKILL_20150317_000395	Ataque Físico, Corte, Propriedade de Trevas, Alvo de Turno [Rodelin]
SKILL_20150317_000396	Ataque Duplo Físico, Corte, Propriedade de Trevas [Glagarton]
SKILL_20150317_000397	Ataque Quádruplo Físico, Corte, Propriedade de Trevas, Sopro de Cura [Glagarton]
SKILL_20150317_000398	Ataque Físico, Corte, Propriedade de Trevas, Esmagar de [Glagarton]
SKILL_20150317_000399	Ataque Físico, Golpe, Propriedade de Trevas de [Coliers]
SKILL_20150317_000400	Ataque Físico, Golpe, Propriedade de Fogo de [Luxodon Vermelho]
SKILL_20150317_000401	Ataque Físico, Golpe, Propriedade de Veneno de [Besouronte]
SKILL_20150317_000402	Ataque Físico, Corte, Propriedade de Elétrico de [Mentibórea]
SKILL_20150317_000403	Ataque Físico, Corte, Propriedade de Elétrico, Duas Mãos de [Mentibórea]
SKILL_20150317_000404	Ataque Duplo Mágico, Magia, Propriedade de Elétrico de [Egnome]
SKILL_20150317_000405	Ataque Mágico, Magia, Propriedade de Elétrico, Queda de [Egnome]
SKILL_20150317_000406	Ataque Físico, Corte, Propriedade de Elétrico de [Beetow]
SKILL_20150317_000407	Ataque Físico, Corte, Propriedade de Elétrico de [Beetow]
SKILL_20150317_000408	Ataque Físico, Corte, Propriedade de Trevas de [Pawndel]
SKILL_20150317_000409	Ataque Triplo Físico, Corte, Propriedade de Trevas [Pawndel]
SKILL_20150317_000410	Ataque Físico, Golpe, Propriedade de Veneno de [Carcashu]
SKILL_20150317_000411	Ataque Quádruplo Físico, Golpe, Propriedade de Veneno de [Carcashu]
SKILL_20150317_000412	Ataque Físico, Golpe, Propriedade de Veneno [Milho Negro]
SKILL_20150317_000413	Ataque Físico, Golpe, Propriedade de Terra de [Firent]
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Espectro Monarca]
SKILL_20150317_000416	Ataque Contínuo, Direita de [Golem]
SKILL_20150317_000417	Ataque Contínuo, Esquerda de [Golem]
SKILL_20150317_000418	Esmagar de Leve de [Golem]
SKILL_20150317_000419	Esmagar de [Golem]
SKILL_20150317_000420	Rugido de [Golem]
SKILL_20150317_000421	Usar Bônus de Transforça
SKILL_20150317_000422	Ataque Físico, Corte, Propriedade de Veneno de [Voolarva]
SKILL_20150317_000423	Ataque Físico, Corte, Propriedade de Veneno de [Líquenclope]
SKILL_20150317_000424	Ataque Físico, Corte, Propriedade de Veneno de [Dumaro]
SKILL_20150317_000425	Ataque Físico, Perfurar, Propriedade de Trevas de [Ticen]
SKILL_20150317_000426	Ataque Físico, Golpe, Propriedade de Veneno de [Tucen]
SKILL_20150317_000427	Ataque Físico, Corte, Propriedade de Veneno de [Guerreiro Siaulamb]
SKILL_20150317_000428	Ataque Físico, Golpe, Propriedade de Veneno de [Laguna Siaulamb]
SKILL_20150317_000429	Ataque Físico, Golpe, Propriedade de Veneno de [Xamã Siaulamb]
SKILL_20150317_000430	Ataque Físico, Golpe, Propriedade de Gelo de [Minisserpe]
SKILL_20150317_000431	Ataque Físico, Golpe, Propriedade de Veneno de [Lagartóxica]
SKILL_20150317_000432	Ataque Físico, Golpe, Propriedade de Veneno de [Infra Hoglan]
SKILL_20150317_000433	Ataque Físico, Golpe, Propriedade de Elétrico de [Colitronco]
SKILL_20150317_000434	Ataque Físico, Corte, Propriedade de Veneno de [Lapasape]
SKILL_20150317_000435	Ataque Físico, Golpe, Propriedade de Veneno de [Infrassanguíneo]
SKILL_20150317_000436	Ataque Único Físico, Golpe, Propriedade de Terra de [Bicho-Folha]
SKILL_20150317_000437	Ataque Único Físico, Golpe, Propriedade de Terra de [Hanaming]
SKILL_20150317_000438	Ataque Único Físico, Perfurar, Propriedade de Gelo [Aranha de Cristal]
SKILL_20150317_000439	Ataque Único Mágico, Golpe, Propriedade de Gelo [Jukopus Cinza]
SKILL_20150317_000440	[Pokubu Cinza]
SKILL_20150317_000441	Ataque de Alcance, Perfurar, Propriedade de Fogo [Arqueiro Vubbe Vermelho]
SKILL_20150317_000442	Ataque Único Físico, Perfurar, Propriedade de Fogo [Pescador Vermelho]
SKILL_20150317_000443	Habilidade de Bônus Mágico, Bônus, Agressor de [Pescador Vermelho]
SKILL_20150317_000444	Ataque Físico, Golpe, Propriedade de Terra de [Simorfo]
SKILL_20150317_000445	Ataque Físico, Golpe, Propriedade de Fogo de [Patinho]
SKILL_20150317_000446	Ataque Mágico, Magia, Propriedade de Elétrico de [Yognome]
SKILL_20150317_000447	Ataque Físico, Alcance, Propriedade de Trevas de [Pawnd]
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	Ataque Físico, Corte, Propriedade de Terra de [Zigri Marrom]
SKILL_20150317_000450	Ataque Duplo Físico, Corte, Propriedade de Terra de [Zigri Marrom]
SKILL_20150317_000451	Ataque Físico, Corte, Propriedade de Trevas de [Zigri Negro]
SKILL_20150317_000452	Ataque Duplo Físico, Corte, Propriedade de Trevas de [Zigri Negro]
SKILL_20150317_000453	Ataque Físico, Golpe, Propriedade de Trevas de [Duende da Floresta Negro]
SKILL_20150317_000454	Ataque Físico, Perfurar, Propriedade de Terra de [Zinutekas]
SKILL_20150317_000455	Ataque Duplo Físico, Perfurar, Propriedade de Terra de [Zinutekas]
SKILL_20150317_000456	Ataque Físico, Golpe, Propriedade de Fogo de [Griba Vermelho]
SKILL_20150317_000457	Ataque Duplo Físico, Golpe, Propriedade de Fogo de [Griba Vermelho]
SKILL_20150317_000458	Ataque Físico, Golpe, Propriedade de Fogo de [Velho Kepa Vermelho]
SKILL_20150317_000459	Ataque de Alcance, Magia, Propriedade de Trevas, Disparo de Longe de [Raflésia Negro]
SKILL_20150317_000460	Ataque Físico, Magia, Propriedade de Trevas de [Raflésia Negro]
SKILL_20150317_000461	Ataque Físico, Golpe, Propriedade de Fogo de [Infrapedraruga Vermelho]
SKILL_20150317_000462	Bônus Mágico, Aumento de Bloqueio de [Infrapedraruga Vermelho]
SKILL_20150317_000463	Ataque Físico, Golpe, Propriedade de Veneno de [Ellom Verde]
SKILL_20150317_000464	Ataque Físico, Perfurar, Propriedade de Veneno de [Pokubon]
SKILL_20150317_000465	Ataque Físico, Perfurar, Propriedade de Elétrico de [Pokubon]
SKILL_20150317_000466	Ataque Duplo Físico, Perfurar, Propriedade de Trevas de [Caçador Vubbe]
SKILL_20150317_000467	Ataque Quíntuplo Físico, Perfurar, Propriedade de Trevas de [Caçador Vubbe]
SKILL_20150317_000468	Ataque Físico, Perfurar, Propriedade de Trevas de [Boneca Xamã]
SKILL_20150317_000469	Ataque Físico, Golpe, Propriedade de Veneno de [Drake Verde]
SKILL_20150317_000470	Ataque Mágico, Magia, Propriedade de Veneno de [Drake Verde]
SKILL_20150317_000471	Ataque Físico, Golpe, Propriedade de Trevas de [Drake Negro]
SKILL_20150317_000472	Ataque Mágico, Magia, Propriedade de Trevas de [Drake Negro]
SKILL_20150317_000473	Ataque Físico, Corte, Propriedade de Trevas de [Guerreiro Vubbe]
SKILL_20150317_000474	Ataque Físico, Golpe, Propriedade de Gelo de [Puragi Azul]
SKILL_20150317_000475	Ataque Único Físico, Perfurar, Propriedade de Fogo [Ladrão Vubbe Vermelho]
SKILL_20150317_000476	Ataque Físico, Golpe, Propriedade de Trevas de [Gribaru Grande Negro]
SKILL_20150317_000477	Ataque Mágico, Magia, Propriedade de Trevas de [Gribaru Grande Negro]
SKILL_20150317_000478	Ataque Físico, Perfurar, Propriedade de Trevas de [Desmodus Negro]
SKILL_20150317_000479	Ataque Físico, Golpe, Propriedade de Terra de [Entulholem]
SKILL_20150317_000480	Ataque Mágico, Golpe, Propriedade de Fogo, Invocar Bola de Fogo de [Matsum]
SKILL_20150317_000481	Ataque Duplo Físico, Corte, Propriedade de Trevas [Pawndel]
SKILL_20150317_000482	Ataque Físico, Golpe, Sem Propriedade de [Dionia]
SKILL_20150317_000483	Ataque Mágico, Golpe, Propriedade de Veneno de [Dionia]
SKILL_20150317_000484	Ataque Físico, Golpe, Propriedade de Terra de [Bearkaras]
SKILL_20150317_000485	Ataque Físico, Corte, Propriedade de Terra de [Bearkaras]
SKILL_20150317_000486	Ataque Físico, Golpe, Sem Propriedade de [Abominação]
SKILL_20150317_000487	Ataque Mágico, Magia, Sem Propriedade de [Abominação]
SKILL_20150317_000488	Ataque Físico, Magia, Propriedade de Trevas de [Espectro Fascinado]
SKILL_20150317_000489	Ataque Físico, Golpe, Sem Propriedade de [Rikaus]
SKILL_20150317_000490	Ataque Físico, Golpe, Propriedade de Trevas de [Rikaus]
SKILL_20150317_000491	Ataque Físico, Golpe, Sem Propriedade de [Espinheiro ]
SKILL_20150317_000492	Ataque Físico, Perfurar, Sem Propriedade de [Espinheiro ]
SKILL_20150317_000493	Ataque Físico, Golpe, Propriedade de Trevas de [Molich]
SKILL_20150317_000494	Ataque Mágico, Magia, Propriedade de Trevas de [Molich]
SKILL_20150317_000495	Ataque Físico, Golpe, Sem Propriedade de [Sequoia]
SKILL_20150317_000496	Ataque Físico, Golpe, Propriedade de Fogo de [Sequoia]
SKILL_20150317_000497	Ataque Mágico, Magia, Propriedade de Fogo de [Sequoia]
SKILL_20150317_000498	Ataque Mágico, Magia, Propriedade de Trevas de [Rikaus]
SKILL_20150317_000499	Ataque Físico, Golpe, Sem Propriedade de [Sparnasomem]
SKILL_20150317_000500	Ataque Físico, Magia, Sem Propriedade de [Sparnasomem]
SKILL_20150317_000501	Ataque Mágico, Magia, Sem Propriedade de [Dama dos Túmulos]
SKILL_20150317_000502	Ataque Físico, Golpe, Sem Propriedade de [Dama dos Túmulos]
SKILL_20150317_000503	Ataque Físico, Magia, Sem Propriedade de [Kubas]
SKILL_20150317_000504	Ataque Físico, Magia, Propriedade de Elétrico de [Kubas]
SKILL_20150317_000505	Ataque Físico, Magia, Propriedade de Gelo de [Kubas]
SKILL_20150317_000506	Ataque Físico, Magia, Propriedade de Gelo de [Kubas]
SKILL_20150317_000507	Ataque Físico, Golpe, Propriedade de Fogo de [Desmancha-Prazeres]
SKILL_20150317_000508	Ataque Físico, Perfurar, Propriedade de Fogo de [Desmancha-Prazeres]
SKILL_20150317_000509	Ataque Físico, Magia, Propriedade de Fogo de [Desmancha-Prazeres]
SKILL_20150317_000510	Ataque Mágico, Magia, Propriedade de Fogo de [Desmancha-Prazeres]
SKILL_20150317_000511	Ataque Físico, Golpe, Propriedade de Fogo de [Egocendiário]
SKILL_20150317_000512	Ataque Mágico, Magia, Propriedade de Fogo de [Egocendiário]
SKILL_20150317_000513	Ataque Mágico, Magia, Propriedade de Veneno de [Lithorex]
SKILL_20150317_000514	Ataque Mágico, Magia, Sem Propriedade de [Lithorex]
SKILL_20150317_000515	Ataque Físico, Golpe, Sem Propriedade de [Molich]
SKILL_20150317_000516	Ataque Mágico, Magia, Propriedade de Elétrico de [Lança-Cilindros]
SKILL_20150317_000517	Ataque Físico, Golpe, Propriedade de Trevas [Natimorto]
SKILL_20150317_000518	Ataque Físico, Corte, Propriedade de Trevas [Natimorto]
SKILL_20150317_000519	Ataque Físico, Golpe, Propriedade de Fogo de [Salamandra]
SKILL_20150317_000520	Ataque Físico, Perfurar, Propriedade de Fogo de [Salamandra]
SKILL_20150317_000521	Ataque Físico, Golpe, Sem Propriedade de [Chefe Kepa]
SKILL_20150317_000522	Ataque Mágico, Golpe, Sem Propriedade de [Chefe Kepa]
SKILL_20150317_000523	Ataque Físico, Golpe, Propriedade de Terra de [Golem]
SKILL_20150317_000524	Ataque Mágico, Golpe, Propriedade de Trevas de [Espectro Fascinado]
SKILL_20150317_000525	Ataque Mágico, Magia, Propriedade de Trevas de [Espectro Fascinado]
SKILL_20150317_000526	Ataque Físico, Corte, Propriedade de Trevas [Mirtis]
SKILL_20150317_000527	Ataque Físico, Magia, Propriedade de Trevas [Mirtis]
SKILL_20150317_000528	Ataque Mágico, Magia, Propriedade de Trevas de [Mirtis]
SKILL_20150317_000529	Ataque Mágico, Corte, Propriedade de Trevas de [Mirtis]
SKILL_20150317_000530	Ataque Físico, Golpe, Propriedade de Gelo de [Salltimestre]
SKILL_20150317_000531	Ataque Físico, Magia, Propriedade de Gelo de [Salltimestre]
SKILL_20150317_000532	Ataque Físico, Golpe, Sem Propriedade de [Espírito da Floresta]
SKILL_20150317_000533	Ataque Físico, Magia, Sem Propriedade de [Espírito da Floresta]
SKILL_20150317_000534	Ataque Mágico, Magia, Sem Propriedade de [Espírito da Floresta]
SKILL_20150317_000535	Ataque Mágico, Magia, Propriedade de Terra de [Baleia de Pedra]
SKILL_20150317_000536	Ataque Físico, Golpe, Propriedade de Fogo de [Ginklas]
SKILL_20150317_000537	Ataque Físico, Golpe, Sem Propriedade de [Yonazolem]
SKILL_20150317_000538	Ataque Mágico, Golpe, Sem Propriedade de [Yonazolem]
SKILL_20150317_000539	Ataque Físico, Golpe, Propriedade de Veneno de [Tutu]
SKILL_20150317_000540	Ataque Mágico, Magia, Propriedade de Veneno de [Tutu]
SKILL_20150317_000541	Ataque Físico, Perfurar, Sem Propriedade de [Ferroada-Rainha]
SKILL_20150317_000542	Ataque Físico, Corte, Propriedade de Veneno de [Ferroada-Rainha]
SKILL_20150317_000543	Ataque Físico, Magia, Propriedade de Veneno de [Ferroada-Rainha]
SKILL_20150317_000544	Ataque Físico, Golpe, Sem Propriedade de [Gênio Mestre]
SKILL_20150317_000545	Ataque Mágico, Magia, Propriedade de Gelo de [Gênio Mestre]
SKILL_20150317_000546	Ataque Físico, Golpe, Sem Propriedade de [Iltiserva]
SKILL_20150317_000547	Ataque Físico, Magia, Propriedade de Veneno de [Iltiserva]
SKILL_20150317_000548	Ataque Físico, Corte, Sem Propriedade de [Lepus]
SKILL_20150317_000549	Ataque Físico, Magia, Propriedade de Veneno de [Cogucaria]
SKILL_20150317_000550	Ataque Físico, Golpe, Propriedade de Veneno de [Cogucaria]
SKILL_20150317_000551	Ataque Físico, Golpe, Sem Propriedade de [Ellaganos]
SKILL_20150317_000552	Ataque Mágico, Magia, Sem Propriedade de [Dionia]
SKILL_20150317_000553	Ataque Físico, Golpe, Propriedade de Terra de [Baleia de Pedra]
SKILL_20150317_000554	Ataque Físico, Perfurar, Propriedade de Terra de [Baleia de Pedra]
SKILL_20150317_000555	Ataque Físico, Magia, Propriedade de Fogo de [Ginklas]
SKILL_20150317_000556	Ataque Mágico, Golpe, Sem Propriedade de [Lepus]
SKILL_20150317_000557	Ataque Mágico, Perfurar, Propriedade de Fogo de [Duende Vermelho Gigante]
SKILL_20150317_000558	Ataque Físico, Golpe, Sem Propriedade de [Castorpião]
