QUEST_LV_0100_20150317_000001	$Sentinela
QUEST_LV_0100_20150317_000228	{memo X}$Use seu tempo sabiamente.{nl}Ninguém mais conhece completamente o futuro.
QUEST_LV_0100_20150317_000229	$Então, você finalmente voltou.{nl}O que a Mestre Bokor te disse?
QUEST_LV_0100_20150317_000230	{memo X}$Também estou curioso sobre a garota que rompeu o lacre.{nl}Esse não é um lacre que pode ser quebrado com facilidade.
QUEST_LV_0100_20150317_000231	{memo X}$Se a Mestre Bokor te dissesse isso, eu saberia.{nl}Tem um lugar que me vem à mente.{nl}
QUEST_LV_0100_20150317_000232	{memo X}$Os jardins elevados que a deusa mencionou podem ser uma área no Platô do Véu da Folha. Ouvi dizer que o Mestre Paladino está lá, cumprindo uma promessa antiga. 
QUEST_LV_0100_20150317_000233	$Prefeito da Vila dos Mineradores
QUEST_LV_0100_20150317_000234	$Saudações. Não foi você quem salvou nossa cidade?{nl}
QUEST_LV_0100_20150317_000235	{memo X}$Platô do Véu da Folha, é? Se você pegar a estrada entre as duas pontes abaixo, você chegará ao Desfiladeiro Regato de Prata. 
QUEST_LV_0100_20150317_000236	{memo X}$Então, essa revelação é da Deusa Laima e temos de coletar tudo isso para que a deusa recupere seus poderes?{nl}Incrível.
QUEST_LV_0100_20150317_000237	$Ah, por favor, não revele o fato de que uma revelação foi encontrada a não ser que seja absolutamente necessário.{nl}Fazer isso pode causar confusão se os rumores se espalharem.
QUEST_LV_0100_20150317_000238	Ah, você tá falando do relatório.{nl}No começo, aqueles Siaulagos fizeram algo estranho com os suprimentos, mas fugiram quando os Sparnas chegaram.{nl}
QUEST_LV_0100_20150317_000239	Aqueles Siaulagos me avistaram quando estavam fugindo, então entrei em confronto...{nl}Sim... E como você pode ver, eu perdi. O relatório, é dele que estou falando.{nl}Não são uns desgraçados?
QUEST_LV_0100_20150317_000240	Quando você encontrar o relatório, por favor, entregue-o a Luders imediatamente.{nl}Me dá calafrios só de pensar no que os desgraçados fizeram com nossos suprimentos.
QUEST_LV_0100_20150317_000241	Sim. Depois de ver o relatório do Moody, estou confiante que colocaram algo nos suprimentos para atrair Sparnas.{nl}Tipo Grãos Velhos que os pássaros adoram.
QUEST_LV_0100_20150317_000242	Os patrulheiros encontraram o local onde os bens roubados dos Siaulambs estão guardados.{nl}Que tal roubá-los para nós?{nl}Vamos mostrar para eles que não somos tão fracos quanto eles pensam.{nl}
QUEST_LV_0100_20150317_000243	Você deve combater fogo com fogo.{nl}Vamos continuar atacando até que eles se deem conta que cometeram um erro sério.
QUEST_LV_0100_20150317_000244	Não vamos mais sofrer.{nl}Agradeço seus esforços.
QUEST_LV_0100_20150317_000245	Será Lagoa Ziedo.{nl}Ouvi dizer que há muitos Siaulambs, então tome cuidado.
QUEST_LV_0100_20150317_000246	Não soube mais nada sobre o sonho do bispo.{nl}Perdão, não posso ajudar mais que isso.
QUEST_LV_0100_20150317_000247	$Capitão da Guarda de Klaipeda
QUEST_LV_0100_20150317_000248	$Siga até Klaipeda.{nl}Comandante Uska aguarda por você na Praça Central de Klaipeda.{nl}Ouvi dizer que o bispo teve um sonho sobre a deusa... parece que foi sobre aquele dia.
QUEST_LV_0100_20150317_000249	$Guarda de Klaipeda
QUEST_LV_0100_20150317_000250	$Obrigado por vir até aqui.{nl}Se ainda resta tanto mesmo depois de Sir Titas ter lidado com isso em pessoa, consegue imaginar como estava antes?
QUEST_LV_0100_20150317_000251	$Mercenário Toby
QUEST_LV_0100_20150317_000252	$Quer cuidar de uma tarefa simples para mim?{nl}Sou um rosto conhecido, então será difícil fazer isso pessoalmente.
QUEST_LV_0100_20150317_000253	$Se não quiser, não precisa.{nl}Tem gente de sobra capaz de fazer isso.
QUEST_LV_0100_20150317_000254	$Você passou.{nl}A força que você possui é tremenda.
QUEST_LV_0100_20150317_000255	$Definitivamente, vale a pena.{nl}Mesmo que o Rei tenha gasto todos seus recursos construindo o Mausoléu, seu tamanho é enorme.
QUEST_LV_0100_20150317_000256	$A julgar por isso, esses equipamentos não são permitidos.{nl}Não os deixe largados por aí.{nl}
QUEST_LV_0100_20150317_000257	$Tá. Traga mais provas de que essas pessoas estão fazendo falsificações.{nl}Faça o que for necessário.
QUEST_LV_0100_20150317_000258	$Estou procurando provas de falsificação de artefatos.{nl}Sua primeira tarefa será me trazer quaisquer ferramentas de escavação ilegais que encontrar.
QUEST_LV_0100_20150317_000259	{memo X}$É claro que você deve nos mostrar suas habilidades.{nl}Derrotar Chupacabras do Deserto ou Zinutes será suficiente para nos provar.
QUEST_LV_0100_20150317_000260	$Oficial de Suprimentos
QUEST_LV_0100_20150317_000261	$Agradeço sua ajuda.{nl}Acho que isso será suficiente.{nl}
QUEST_LV_0100_20150317_000262	{memo X}$)}{nl}Se tiver tempo, por favor, diga para nossas tropas se reunirem.{nl}Se decidir não fazer isso, você pode só seguir até Klaipeda.
QUEST_LV_0100_20150317_000263	$Batedor
QUEST_LV_0100_20150317_000264	{memo X}$Volte, é perigoso!{nl}Kepas logo estarão marchando.
QUEST_LV_0100_20150317_000265	$Ah, você é Revelador. Deve ser o destino que nos reuniu para lutar juntos. {nl}Deixe que eu o coloque a par das fofocas.
QUEST_LV_0100_20150317_000266	$Você disse que precisamos nos reunir, certo?{nl}Me ajude a encontrar alguns pertences perdidos e irei assim que puder.
QUEST_LV_0100_20150317_000267	$Já encontrou meus pertences? Não posso voltar sem eles.
QUEST_LV_0100_20150317_000268	$Valeu. Você encontrou isso mais rápido do que eu esperava.{nl}
QUEST_LV_0100_20150317_000269	$Se seguir a Estrada ao norte, você encontrará o Batedor de Busca.{nl}Boa sorte.
QUEST_LV_0100_20150317_000270	$Laimonas
QUEST_LV_0100_20150317_000271	{memo X}$Já ofereceu sua adoração à Estátua?{nl}Se não, recomendo que o faça.
QUEST_LV_0100_20150317_000272	$Isso depende de qual deusa é.{nl}Se você seguir a Estrada à direita, encontrará a Estátua da Deusa Zemyna. 
QUEST_LV_0100_20150317_000273	{memo X}$Eu temo que os monstros possam danificar a Estátua da Deusa.
QUEST_LV_0100_20150317_000274	$Fico feliz que a estátua esteja ilesa.{nl}Os monstros aqui sabem que é melhor temer a deusa.{nl}
QUEST_LV_0100_20150317_000275	$Vá até a Estrada da Floresta das Sombras e você deve chegar a Klaipeda logo em seguida.{nl}Bem, que a bênção da deusa esteja com você.
QUEST_LV_0100_20150317_000276	{memo X}$Faça-me um favor se estiver seguindo para Klaipeda.{nl}Não é fácil ficar indo e voltando de Klaipeda hoje em dia por conta das InfraRocharugas.
QUEST_LV_0100_20150317_000277	$Talvez cuidar das estátuas faça as deusas retornarem mais cedo...
QUEST_LV_0100_20150317_000278	{memo X}$Siga a estrada da esquerda na encruzilhada do acampamento.{nl}{-scp SCR_DIALOG_NPC_ANIM(
QUEST_LV_0100_20150317_000279	$)} Você encontrará as tropas imediatamente.
QUEST_LV_0100_20150317_000280	$)}Muito bem, bom trabalho.{nl}Você chegará a Klaipeda logo em seguida se seguir a Estrada da Floresta das Sombras.{nl}Não se esqueça de visitar Sir Uska.
QUEST_LV_0100_20150317_000281	$Comandante de Batalha
QUEST_LV_0100_20150317_000282	$Pedirei aos meus homens que notifiquem as tropas para se reunirem.{nl}Pode voltar para Sir Titas para avisá-lo.
QUEST_LV_0100_20150317_000283	$A tarefa não deve ser difícil demais.{nl}Se não quiser ajudar, mando você para Klaipeda imediatamente.
QUEST_LV_0100_20150317_000284	$Batedor de Busca
QUEST_LV_0100_20150317_000285	{memo X}$É realmente um problema.{nl}Não sabia que Kepas ficavam tão grandes.
QUEST_LV_0100_20150317_000286	$Um Revelador não deveria seguir para Klaipeda em vez de ficar perdendo tempo por aqui?
QUEST_LV_0100_20150317_000287	{memo X}$Me sinto tão aliviado de ter sido enviado à Floresta Ocidental.{nl}Prefiro morrer a ser mandado para alguns lugares.
QUEST_LV_0100_20150317_000288	{memo X}$Quando vir uma Estátua de Deusa, tente oferecer sua adoração.{nl}Certamente, algo bom vai acontecer.
QUEST_LV_0100_20150317_000289	$Essa é uma área perigosa. O que você está fazendo aqui?
QUEST_LV_0100_20150317_000290	$Obrigado.{nl}Melhor relatar sobre o Kepa Grande perambulando por aí para Sir Titas.
QUEST_LV_0100_20150317_000291	{memo X}$Estranho... Esse não é o tipo de monstro que você encontraria em um lugar assim.{nl}Deve ser difícil viajar por aí.
QUEST_LV_0100_20150317_000292	{memo X}$Todos reunidos?{nl}Que dureza. Ainda tem um monte de missões.
QUEST_LV_0100_20150317_000293	{memo X}$Primeiro, derrotar os Hanamings por aqui.{nl}Então, coletar suas pétalas.
QUEST_LV_0100_20150317_000294	$Mesmo que isso não seja sobre Reveladores, mas sobre o retorno das deusas,{nl}não abandonarei minha missão antes dela terminar.
QUEST_LV_0100_20150317_000295	{memo X}$Sim. Isso deve bastar.{nl}Aqui está uma pílula que restaurará seu vigor instantaneamente. Tenho de sobra, então te dou isso de presente.{nl}
QUEST_LV_0100_20150317_000296	{memo X}$Vigor é consumido quando você se move.{nl}Você pode recuperar vigor destruindo um Cristal de Raiz de Árvore ou descansando.{nl}Mas você pode não ter tempo para isso enquanto estiver sendo perseguido por monstros.{nl}É nessas horas que essa pílula é útil.
QUEST_LV_0100_20150317_000297	{memo X}$Fiquei sabendo pelos meus homens e estava ficando preocupado.{nl}Tudo está bem quando acaba bem.
QUEST_LV_0100_20150317_000298	$Morador de Klaipeda
QUEST_LV_0100_20150317_000299	${nl}Quando você acha que a deusa vai retornar?{nl}Mesmo que pergunte aos Reveladores, tudo que eles dizem é que devem ir a Klaipeda...
QUEST_LV_0100_20150317_000300	$Você é Revelador?{nl}A deusa não apareceu nos seus sonhos?{nl}Os soldados que me disseram.
QUEST_LV_0100_20150317_000301	$Membro da Tropa
QUEST_LV_0100_20150317_000302	$Me pergunto o que as deusas estão fazendo...
QUEST_LV_0100_20150317_000303	{memo X}$Obrigado por vir até aqui.{nl}Sou Uska, o Cavaleiro-Comandante responsável por Siauliai e Klaipeda.
QUEST_LV_0100_20150317_000304	{memo X}$O Bispo também sonhou com uma revelação.{nl}Ele me pediu para enviar Reveladores para a Mina de Cristal.{nl}
QUEST_LV_0100_20150317_000305	$Me avise quando estiver pronto para ir à Mina de Cristal.{nl}Eu direi onde é e como entrar nela.
QUEST_LV_0100_20150317_000306	$O bispo nos disse para enviar Reveladores para a Mina de Cristal.{nl}Ele disse que as deusas o instruíram a fazê-lo.{nl}
QUEST_LV_0100_20150317_000307	{memo X}$Mas a Vila dos Mineradores está em guerra com os Vubbes {nl}e a entrada está limitada apenas a pessoas autorizadas. O Cavaleiro Aras é quem está comandando as tropas no Leste da Floresta Siauliai. {nl}Você deveria falar com ele.
QUEST_LV_0100_20150317_000308	{memo X}$Monstros estão vagando por aí faz muito tempo, {nl}mas eles só começaram a ficar violentos faz quatro anos. {nl}Os mais afetados foram aqueles da família das plantas. Eles não existiam antes.{nl}
QUEST_LV_0100_20150317_000309	$É claro, feras não são exceção.{nl}Quando monstros que parecem ter se fundido com demônios surgiram, achei que o fim estava próximo.
QUEST_LV_0100_20150317_000310	$Cavaleiro Aras
QUEST_LV_0100_20150317_000311	{memo X}$Você se machucou?{nl}Agradeço por ter nos livrado do Poata, porque ele era realmente imprudente.
QUEST_LV_0100_20150317_000312	{memo X}$Você quer entrar na Mina de Cristal?{nl}A Vila dos Mineradores está em guerra com os Vubbes e é muito perigoso,{nl}então não posso permitir isso.
QUEST_LV_0100_20150317_000313	{memo X}$E nossas tropas não estão em condição de defender você.{nl}Me desculpe, mas terá de voltar.
QUEST_LV_0100_20150317_000314	$Se você não consegue derrotar os Pokubus, terá de desistir de ir para a Vila dos Mineradores.
QUEST_LV_0100_20150317_000315	{memo X}$Obrigado.{nl}Não se preocupe, manterei minha promessa.
QUEST_LV_0100_20150317_000316	$Sentinela do Posto Avançado
QUEST_LV_0100_20150317_000317	{memo X}$Apesar de estar preocupado com a situação na Vila dos Mineradores, não me acostumo com a luta e descanso constantes. Se ao menos pudéssemos lidar com os Chupacabras até certo ponto, as coisas estariam melhores.
QUEST_LV_0100_20150317_000318	$Outros monstros também estão inundando as áreas onde os Chupacabras vivem.{nl}A Vila dos Mineradores é um problema por conta própria, mas tem coisa demais para a gente cuidar.
QUEST_LV_0100_20150317_000319	$Obrigado.{nl}Seu auxílio realmente ajuda a melhorar nosso ânimo.
QUEST_LV_0100_20150317_000320	$Devido às suas habilidades, tenho mais um favor a pedir.{nl}Você pode nos ajudar a espantar os Chupacabras do acampamento de suprimentos também?
QUEST_LV_0100_20150317_000321	$A Vila dos Mineradores é um problema, mas a situação aqui não é nada boa também. {nl}Precisamos fazer preparativos antes que o número de monstros aumente ainda mais???
QUEST_LV_0100_20150317_000322	$Você já terminou?{nl}Nunca vi ninguém veloz como você antes.
QUEST_LV_0100_20150317_000323	$Estou em uma missão para descobrir a causa do aumento súbito de monstros na Floresta Oriental.{nl} Também sirvo de intermediário para suprir a Vila dos Mineradores.{nl}
QUEST_LV_0100_20150317_000324	$Há outros cavaleiros na Vila dos Mineradores. {nl}Francamente, a batalha aqui está levando mais tempo do que esperávamos, já que imaginamos que acabaria assim que Aras chegasse.
QUEST_LV_0100_20150317_000325	{memo X}$Já que você vai ajudar, por favor, derrote os Chupacabras Cinza Gigantes também.{nl}Eles são os culpados pelo roubo de nossos suprimentos.
QUEST_LV_0100_20150317_000326	{memo X}$Chupacabras Cinza Gigantes devem aparecer agora que você derrotou os Chupacabras.{nl}Bem, agradeço pela ajuda.
QUEST_LV_0100_20150317_000327	$Obrigado.{nl}Agora, finalmente posso trabalhar em paz.
QUEST_LV_0100_20150317_000328	{memo X}$Descobrir a causa dos monstros é importante,{nl}mas estou mais preocupado com os suprimentos não chegarem na Vila dos Mineradores.
QUEST_LV_0100_20150317_000329	$O movimento de Tecelãs nas áreas inferiores do regato parece suspeito.{nl}Parece que elas estão tentando interferir com os suprimentos para a Vila dos Mineradores.
QUEST_LV_0100_20150317_000330	$Talvez sejamos forçados a abrir mão de nossos suprimentos atuais até que a próxima leva de suprimentos chegue.
QUEST_LV_0100_20150317_000331	$Obrigado.{nl}Com você nos ajudando assim, não seremos derrotados.
QUEST_LV_0100_20150317_000332	$Sua próxima missão é encontrar a causa do número crescente de monstros.{nl}Papouleões têm um enorme apetite, então espero que encontremos alguma pista.
QUEST_LV_0100_20150317_000333	$Apesar da Vila dos Mineradores estar encrencada, dado que a situação atingiu a Floresta Oriental,{nl}não podemos garantir a segurança de Klaipeda.{nl}Podemos apenas torcer para Klaipeda estar bem.
QUEST_LV_0100_20150317_000334	$Chefe de Operações
QUEST_LV_0100_20150317_000335	$Você foi enviado por Aras?{nl}Isso é um pedaço de roupa de Vubbe. Ah... Entendo...
QUEST_LV_0100_20150317_000336	Acho que os Vubbes na Vila dos Mineradores chegaram até a floresta.{nl}Talvez seja também a razão por trás do surto anormal de monstros.{nl}
QUEST_LV_0100_20150317_000337	$Melhor eu pedir para Aras procurar Vubbes em outras regiões, também.{nl}Enquanto isso, gostaria que você desse uma olhada nas áreas superiores.
QUEST_LV_0100_20150317_000338	$Ainda não vasculhamos as áreas superiores.{nl}É claro que devíamos estar mandando tropas, mas peço sua ajuda já que esse é um assunto urgente.
QUEST_LV_0100_20150317_000339	$Você viu um Lutador Vubbe, mas o perdeu?{nl}Também recebemos relatos de Lutador Vubbe aparecendo na área sul.{nl}
QUEST_LV_0100_20150317_000340	$Primeiro, fale com o Batedor de Busca na ponta na área inferior da Fazenda Bulvjes.{nl}Essa campanha será entediante e longa se deixarmos aquele Lutador Vubbe à solta.
QUEST_LV_0100_20150317_000341	{memo X}$Então, os Lutadores Vubbe são a razão por trás do número crescente de monstros.{nl}Por favor, descubra quantos Lutadores Vubbe existem.{nl}
QUEST_LV_0100_20150317_000342	$Nessas circunstâncias, faz sentido que os monstros sejam controlados por Lutadores Vubbe.{nl}Mas, no fundo, ninguém quer acreditar.
QUEST_LV_0100_20150317_000343	$Seguindo seu relatório, não há mais Lutadores Vubbe nessa floresta.{nl}
QUEST_LV_0100_20150317_000344	{memo X}$Parece que os Lutadores Vubbe foram derrotados. {nl}Alertei o Batedor de Busca na Área Derrubada Nudegi.
QUEST_LV_0100_20150317_000345	$Soldado de Suprimentos
QUEST_LV_0100_20150317_000346	$Precisamos de Garras de Tecelã como parte dos suprimentos a serem enviados à Vila dos Mineradores, {nl}mas não temos tempo para procurar.{nl}O que faremos?
QUEST_LV_0100_20150317_000347	$Na verdade, não faz sentido um Soldado de Suprimentos ir pessoalmente recuperar os suprimentos.{nl}Deveria ter vindo direto de Klaipeda.
QUEST_LV_0100_20150317_000348	$Obrigado.{nl}Ajuda inesperada é sempre uma delícia.
QUEST_LV_0100_20150317_000349	$Na verdade, tudo teria ficado bem se não tivesse Pokubus por aqui.{nl}Não conseguimos recolher todos os suprimentos com eles correndo feito loucos por aí.
QUEST_LV_0100_20150317_000350	$Não sei por que eles começaram a caçar os suprimentos de uma hora para outra.{nl}Será que existe algo comandando eles?
