QUEST_LV_0200_20150317_000001	$Soldado de Philipas
QUEST_LV_0200_20150317_000213	{memo X}Se você é o Revelador, não terá problemas ao lutar com ele.{nl}Mas não na área A. Os soldados exaustos podem acabar envolvidos.
QUEST_LV_0200_20150317_000214	{memo X}Use este pergaminho de absorção para se livrar temporariamente da Geada de Pedra que está se formando na área A.{nl}O Sparnas de Chifres aparecerá da Geada de Pedra na área B.
QUEST_LV_0200_20150317_000215	{memo X}Esses guardas tiveram as vidas ameaçadas pelo Sparnas de Chifres e pelas Geadas de Pedra. {nl}Eles estão cegos de medo, então não têm chance de lutar contra isso.
QUEST_LV_0200_20150317_000216	{memo X}As Geadas de Pedra acabaram temporariamente. {nl}Não há como impedir o sofrimento que Ruklys causará, não importa o que façamos.
QUEST_LV_0200_20150317_000217	{memo X}Tudo pronto? É hora de derrotar o Sparnas de Chifres. {nl}Mas não temos tempo. Não importa se você é um grande Revelador. Se for exposto à Geada de Pedra, será o fim. {nl}Vá até a área B. O Sparnas de Chifres atacará se você tocar o detector. {nl}Derrote-o e saia de lá antes que a Geada de Pedra comece.
QUEST_LV_0200_20150317_000218	{memo X}Correr para desviar também é uma boa solução. {nl}Mas você não pode fazer isso por muito tempo. {nl}Isso precisa ser detido com um grande voluntário leal como você.
QUEST_LV_0200_20150317_000219	{memo X}Ouvir que foi derrotado foi a história mais esperançosa que ouvi em anos. {nl}Agora é melhor deixar as tropas descansarem e contar a boa notícia.
QUEST_LV_0200_20150317_000220	{memo X}Tem algo que eu sempre quis perguntar se encontrasse alguém aqui. {nl}Você pode dar um jeito na nossa oficina? Monstros aparecem onde quer que eu vá e não posso trabalhar. {nl}Os covardes do Exército Real têm medo até de chegar perto, então nem pense. {nl}O que você acha? Pode me ajudar?
QUEST_LV_0200_20150317_000221	{memo X}O tipo de trabalho que eu faço é secreto, então não posso contar o que é. {nl}Essas coisas não são de ninguém mesmo. Achado não é roubado.
QUEST_LV_0200_20150317_000222	{memo X}Que rápido! Você não deixou passar nenhum?
QUEST_LV_0200_20150317_000223	{memo X}Não quer saber como eu passei pela segurança rigorosa? {nl}É porque eu tenho conexões. Tem alguns soldados no reino que compram garras xxx para aumentar o registro de trabalho. {nl}Mas, na verdade, eu não quero ficar perto desses monstros. Principalmente com A.
QUEST_LV_0200_20150317_000224	{memo X}Você pode pegá-los e me trazer as garras?
QUEST_LV_0200_20150317_000225	{memo X}Acho que você entendeu errado. Somos arqueólogos, não ladrões.
QUEST_LV_0200_20150317_000226	{memo X}Isso parece bem valioso. {nl}Agradeço muito.
QUEST_LV_0200_20150317_000227	{memo X}É melhor parar se estiver pensando em pegar algo na Cidade Petrificada. {nl}Além de nós, os terríveis Ladrões Dico estão lá. {nl}Mas você pode ganhar uma recompensa se nos ajudar.
QUEST_LV_0200_20150317_000228	{memo X}Na área A, há uma caixa com coisas que os Ladrões Dico trouxeram de fora. Você pode pegá-la? {nl}Eu dei uma olhada e parece que eles ainda não voltaram.
QUEST_LV_0200_20150317_000229	{memo X}Eles são bem espertos. {nl}Trazem velharias baratas e as colocam onde cai a Geada de Pedra. {nl}Então, as velharias são petrificadas e passam a parecer coisas requintadas. {nl}Ouvi falar que nobres das grandes cidades são enganados e pagam caro por elas. 
QUEST_LV_0200_20150317_000230	{memo X}Parece que os Ladrões Dico estão planejando aumentar os negócios mais do que pensei. {nl}Isso é muita coisa. Acha que eles têm conexões com o Exército Real?
QUEST_LV_0200_20150317_000231	{memo X}Flores petrificadas são vendidas muito caro para escultores novatos. {nl}Eles observam para fazer imitações, mas não sabem de onde elas vêm. {nl}Também não adiantaria nada saber...
QUEST_LV_0200_20150317_000232	{memo X}Então, você pode pegar algumas flores petrificadas?
QUEST_LV_0200_20150317_000233	{memo X}Meu irmão estudou muito para se tornar um escultor. {nl}Embora eu não saiba onde ele foi após o Medzio Diena... {nl}Sei que está criando belas Estátuas das Deusas em algum lugar, se estiver vivo. .
QUEST_LV_0200_20150317_000234	{memo X}Isso me lembra do meu irmão... {nl}Onde ele está e o que está fazendo agora? {nl}Enfim, agradeço por ter pegado.
QUEST_LV_0200_20150317_000235	{memo X}Tenho um amigo que deveria vir aqui, mas ele desapareceu. Você pensou que eu ficaria sem ninguém nesse lugar enorme? {nl}Acho que aconteceu alguma coisa.
QUEST_LV_0200_20150317_000236	{memo X}Ele está se escondendo com os guardas na Área de Segurança. Essa Garrafa d’água tem um código. Dê isso para os guardas, eles vão saber e falar com você.
QUEST_LV_0200_20150317_000237	{memo X}É melhor fazer isso rápido, pois a Geada de Pedra acabou de passar. {nl}É possível saber onde e quando a Geada de Pedra vai começar se observar a retirada do Exército Real. {nl}E o jeito mais rápido de conseguir essa informação é se tornando um soldado do Reino.
QUEST_LV_0200_20150317_000238	{memo X}Shhhh! Fale baixo. Se nos pegarem, será o fim de nós dois.
QUEST_LV_0200_20150317_000239	{memo X}Aquele idiota do Juvertas mandou você aqui? {nl}Eu falei várias vezes que voltaria quando terminasse meu trabalho aqui. {nl}Não pensei que o imbecil fosse mandar alguém. {nl}Na verdade, tem um grande problema aqui.
QUEST_LV_0200_20150317_000240	{memo X}Nossa família não consegue entrar na cidade. {nl}Precisamos da sua ajuda. {nl}Não podemos trazer minha família sem que as tropas saibam. {nl}Elas precisam sumir daqui.
QUEST_LV_0200_20150317_000241	{memo X}Vou fazer um tumulto na área A. Vou chamar os Saltimestres que estão rondando pela área. {nl}Para isso, você precisa pegar Pó de Pedra Aromática com os monstros. Pode fazer isso?
QUEST_LV_0200_20150317_000242	{memo X}Nossas famílias deviam ter passado por aqui antes do Exército Real. {nl}Mas Retia apressou as coisas quando a Geada de Pedra aconteceu há um tempo e nós não conseguimos.
QUEST_LV_0200_20150317_000243	{memo X}É exatamente isso. {nl}Se você despejar isso aqui, logo verá o grande Saltimestre aparecer. {nl}Mas esse não é o nosso plano!
QUEST_LV_0200_20150317_000244	{memo X}Esse lugar não deve se tornar um campo de batalha. Nossas famílias não conseguiriam passar. {nl}Vamos pensar um pouco...
QUEST_LV_0200_20150317_000245	{memo X}Aplique esse pó no monstro x que aparece na área B. {nl}O Saltimestre enfeitiçado vai atacar. {nl}Retia não vai ficar parada vendo sua área ser invadida assim.
QUEST_LV_0200_20150317_000246	{memo X}Nossas famílias vêm de diversas regiões. Eu já fui um oficial júnior sonhando em se tornar um estrategista. {nl}Claro, antes que a área para a qual fui designado desaparecesse completamente há 4 anos, no Medzio Diena.
QUEST_LV_0200_20150317_000247	{memo X}Você usou tudo? {nl}Então, essa é a hora de agir!
QUEST_LV_0200_20150317_000248	{memo X}Vá até Retia e diga a ela que o Saltimestre está vindo. {nl}Ela não vai acreditar, mas já posso sentir o Saltimestre correndo até aqui. {nl}Rápido!
QUEST_LV_0200_20150317_000249	{memo X}Você só precisa dizer a ela que o Saltimestre está vindo. {nl}Não tem por que ela suspeitar de nós.
QUEST_LV_0200_20150317_000250	{memo X}Nossas famílias passaram por aqui graças a você. {nl}Você descobrirá várias coisas interessantes se continuar sua jornada nessa área. {nl}Você também pode encontrar as nossas famílias. Mas cuidado com os Ladrões Dico. {nl}Ao contrário de nós, eles eram ladrões desde o início.
QUEST_LV_0200_20150317_000251	$Guarda Gofden
QUEST_LV_0200_20150317_000252	{memo X}Eu também não quero ficar aqui. Não há motivo para proteger esse lugar. {nl}Chegaram ordens para ajudar os Cavaleiros de Kaliss.
QUEST_LV_0200_20150317_000253	{memo X}Você pode me ajudar? {nl}Kostas não volta há dias, então eu não posso sair daqui. Mas os monstros estão soltos por aí, não posso ficar sem fazer nada.
QUEST_LV_0200_20150317_000254	{memo X}Os oficiais não gostam dos Cavaleiros de Kaliss. {nl}Para guardas de patente mais baixa, como eu, os Cavaleiros de Kaliss oferecem suprimentos e apoio. Não há por que odiarmos eles.
QUEST_LV_0200_20150317_000255	{memo X}Quando cheguei aqui, precisávamos ter cuidado com as Geadas de Pedra. Mas desde o Medzio Diena, há 4 anos, todo dia é uma crise. {nl}Vou me inscrever para sair daqui quando terminar.
QUEST_LV_0200_20150317_000256	{memo X}Não faz tanto tempo que o Exército Real entrou nessa área por solicitação de Kostas. {nl}Boa parte da cidade manteve sua forma original 600 anos após a desgraça. {nl}Uma das minhas missões é eliminar os registros de rebeldes que permanecem aqui.
QUEST_LV_0200_20150317_000257	{memo X}Não posso deixar meu posto, já que Kostas não está aqui. Você pode cuidar disso? {nl}Você encontrará vários registros se procurar na área comercial e praça de Parduo.
QUEST_LV_0200_20150317_000258	{memo X}Não se preocupe com o que está escrito nos registros. {nl}Não faz sentido.
QUEST_LV_0200_20150317_000259	{memo X}Preciso escoltar, limpar e proteger. Não sei como esperam que eu faça tudo por conta própria. {nl}Que bom que você veio ajudar.
QUEST_LV_0200_20150317_000260	{memo X}Alguns dias antes de me enviarem aqui, muitos soldados vieram fazer uma verificação prévia para a pesquisa dos Cavaleiros de Kaliss. {nl}Mas ninguém voltou. Foram atacados pelas Geadas de Pedra irregulares.
QUEST_LV_0200_20150317_000261	{memo X}Ordenaram que eu voltasse para recuperar as recordações deles, mas é difícil só de pensar. {nl}Você pode me ajudar?
QUEST_LV_0200_20150317_000262	{memo X}As autoridades não aceitaram bem o sacrifício de dezenas de soldados em atividades de suporte. {nl}Por isso, o Exército Real e os Cavaleiros de Kaliss ficaram distantes.
QUEST_LV_0200_20150317_000263	{memo X}Você pode não acreditar, mas eu também poderia estar lá. {nl}Ainda bem que era o meu dia de folga. Eu nem quero pensar nisso. {nl}Vou entregar isso para as famílias dos falecidos.
QUEST_LV_0200_20150317_000264	{memo X}Como está, viajante? Mas não sei por que está passando por aqui...
QUEST_LV_0200_20150317_000265	{memo X}Ah, quer dizer que você é o famoso Revelador. Ouvi meus colegas de Klaipeda falarem muito de você. {nl}Dizem que você sai por aí salvando o mundo de acordo com o desejo da Deusa.
QUEST_LV_0200_20150317_000266	{memo X}Então, vou fazer uma boa oferta. Encontrei um jeito de recuperar a Cidade Petrificada. Pode me ajudar? {nl}Primeiro, livre-se dos monstros por aqui. É melhor estarmos seguros antes de qualquer coisa, não é?
QUEST_LV_0200_20150317_000267	{memo X}Os Criomantes em Klaipeda são teimosos e arrogantes. Se você sentir que eu sou assim, só pode ser engano seu. {nl}Existem Criomantes humanos e de bom coração como eu.
QUEST_LV_0200_20150317_000268	{memo X}Você secou as sementes? Ótimo. Enfim.
QUEST_LV_0200_20150317_000269	{memo X}Sua próxima prova é pegar isso e testar se podemos usar enquanto eu procuro a fórmula do círculo mágico. {nl}Uma Muralha de Gelo aparecerá se você usar isso. Veja se é útil contra os monstros. {nl}Precisamos de uma rede de segurança para testar e isso vai servir.
QUEST_LV_0200_20150317_000270	{memo X}Os monstros vão atacar quando a Muralha de Gelo se formar. Cuide do resto dos monstros que deixou para trás.
QUEST_LV_0200_20150317_000271	{memo X}A Geada de Pedra não vai mais acontecer por um tempo. {nl}Não se preocupe com isso.
QUEST_LV_0200_20150317_000272	{memo X}É muito eficaz! Isso deve bloquear os monstros ou Reveladores.
QUEST_LV_0200_20150317_000273	{memo X}Agora vem a parte importante. O mais importante do teste é encontrar a Marca de Seda, uma ferramenta mágica poderosa que pode recuperar coisas petrificadas. {nl}O Exército Real idiota perdeu a última Marca na região há 4 anos. Deve estar em algum lugar por aqui. {nl}Também pode estar no estômago de algum monstro.
QUEST_LV_0200_20150317_000274	{memo X}Derrote os monstros e obtenha a pedra brilhante. Ela brilhará por conta própria. Traga para mim e vou procurar.
QUEST_LV_0200_20150317_000275	{memo X}Provavelmente, o Exército Real idiota não sabe como a Marca é importante. {nl}Ninguém além de mim deve saber.
QUEST_LV_0200_20150317_000276	{memo X}Reze para que a Marca de Seda esteja no meio dessas pedras. {nl}Senão, eu vou ficar bem irritado.
QUEST_LV_0200_20150317_000277	{memo X}Aha! Está aqui. Como o Exército Real não conseguiu encontrá-la tão fácil assim? {nl}A cabeça deles só serve para usar capacetes? Enfim, vamos começar o teste. Siga-me até o círculo mágico que eu criei.
QUEST_LV_0200_20150317_000278	{memo X}Ei, camarada, como você chegou aqui? {nl}Está procurando trabalho? {nl}Não quero me intrometer, mas é perigoso andar por aí sem ninguém. {nl}Claro, o mesmo serve para qualquer um.
QUEST_LV_0200_20150317_000279	{memo X}Preciso trabalhar na área comercial, mas não posso fazer isso sozinho por causa dos monstros. {nl}Você pode me ajudar?
QUEST_LV_0200_20150317_000280	{memo X}Que bom que os covardes dos Ladrões Dico não vieram até aqui. {nl}As coisas são limitadas, mas as pessoas vêm em bandos para levá-las embora.
QUEST_LV_0200_20150317_000281	{memo X}Se estiver limpo assim, parece que eu posso começar.
QUEST_LV_0200_20150317_000282	{memo X}Eu vou até a Oficina Gerove. Você pode me ajudar enquanto trabalho? {nl}Só precisa me seguir por aí e lutar com os monstros enquanto isso.
QUEST_LV_0200_20150317_000283	{memo X}Consegui bastante graças a você. Não vou precisar procurar por dias. {nl}Pretendo esperar aqui até meus colegas chegarem.
QUEST_LV_0200_20150317_000284	{memo X}Cuide dos monstros e ladrões de túmulos no Distrito Militar enquanto eu preparo o teste. {nl}Não podem nos pegar ou interromper.
QUEST_LV_0200_20150317_000285	{memo X}É relativamente seguro no topo da fortaleza. Há um monte de monstros e ladrões se você sair daqui.
QUEST_LV_0200_20150317_000286	Você limpou as áreas de teste. Bom trabalho.
QUEST_LV_0200_20150317_000287	{memo X}Vou continuar o teste daqui de cima. {nl}Vá até o portal e prepare-o para testarmos.
QUEST_LV_0200_20150317_000288	{memo X}Vai dar tudo certo. São só imagens e não podem atravessar para este mundo.
QUEST_LV_0200_20150317_000289	{memo X}Aconteceu algo ultrajante. O que seria isso? {nl}Cronomantes não vão acreditar. Será que o passado interferiu no futuro? Ou o futuro interferiu no passado?
QUEST_LV_0200_20150317_000290	{memo X}É melhor que eu fique aqui e ajuste o portal até o Campo de Batalha Final.
QUEST_LV_0200_20150317_000291	$General Adjunto Hans
QUEST_LV_0200_20150317_000292	{memo X}Não faz muito tempo desde que cooperamos com os ladrões de túmulos. {nl}Ajudá-los sem que o Exército Real soubesse foi como ter a vida por um fio. {nl}Mas o que fazer? Só estamos seguindo ordens.
QUEST_LV_0200_20150317_000293	{memo X}Eles vão passar pela Rua do Centro. {nl}Claro, eles vão enfrentar os monstros. Haverá uma grande comoção e os guardas os encontrarão. {nl}Quero que você participe nesse momento. Ao contrário dos Ladrões Dico, eles odeiam ficar devendo algo e vão ajudar na sua jornada.
QUEST_LV_0200_20150317_000294	{memo X}São vários deles, então nós não sabemos quando vão passar. {nl}Mas vamos ficar de olho para que nada dê errado.
QUEST_LV_0200_20150317_000295	{memo X}Você derrotou os monstros? Os guardas estavam perguntando o que era a confusão e falei de você. {nl}Deve dar tudo certo.
QUEST_LV_0200_20150317_000296	Não se esqueça. O Exército Real não pode saber que ajudamos os ladrões de túmulos. {nl}Sua vida pode estar ameaçada.
QUEST_LV_0200_20150317_000297	{memo X}Precisamos levar Steponas até a Rua do Centro. {nl}Ele prometeu nos levar até o Núcleo Congelado para ajudar a estudar a Geada de Pedra. {nl}Precisamos fugir dos guardas para fazer isso.
QUEST_LV_0200_20150317_000298	{memo X}Os guardas estão recebendo suprimentos dos cavaleiros não oficialmente. Cubra-os com fragrância de monstro. {nl}Dê para os guardas na foz do rio. Isso vai causar um grande tumulto.
QUEST_LV_0200_20150317_000299	{memo X}Eles vão reduzir os limites conforme forem atacados. {nl}Ou vão trazer um grande exército. {nl}Mas não poderão fazer isso na situação atual do Reino.
QUEST_LV_0200_20150317_000300	Os guardas sentiram a fragrância? {nl}Os monstros devem ter sentido.
QUEST_LV_0200_20150317_000301	{memo X}A Baleia de Pedra atacará os guardas em breve. {nl}Aja como se fosse cumprimentá-los e faça com que saiam da encruzilhada. {nl}Então, Steponas vai passar abertamente.
