QUEST_LV_0200_20150317_000001	Soldado de Philipas
QUEST_LV_0200_20150317_000212	Os monstros que atacam os soldados mantendo os dispositivos surgiram h?alguns meses.{nl}Os soldados que conseguiram sobreviver nos disseram ser um p?saro gigante.{nl}Quando vimos os registros ilustrados do Reino, pareceu muito um Sparnas de Chifres.
QUEST_LV_0200_20150317_000213	Se voc??o Revelador, n? ter?problemas ao lutar com ele.{nl}Mas n? na ?ea A. Os soldados exaustos podem acabar envolvidos.
QUEST_LV_0200_20150317_000214	Use este pergaminho de absoro para se livrar temporariamente da Geada de Pedra que est?se formando na ?ea A.{nl}O Sparnas de Chifres aparecer?da Geada de Pedra na ?ea B.
QUEST_LV_0200_20150317_000215	Esses guardas tiveram as vidas amea?das pelo Sparnas de Chifres e pelas Geadas de Pedra. {nl}Eles est? cegos de medo, ent? n? t? chance de lutar contra isso.
QUEST_LV_0200_20150317_000216	As Geadas de Pedra acabaram temporariamente. {nl}N? h?como impedir o sofrimento que Ruklys causar? n? importa o que fa?mos.
QUEST_LV_0200_20150317_000217	Tudo pronto? ?hora de derrotar o Sparnas de Chifres. {nl}Mas n? temos tempo. N? importa se voc??um grande Revelador. Se for exposto ?Geada de Pedra, ser?o fim. {nl}V?at?a ?ea B. O Sparnas de Chifres atacar?se voc?tocar o detector. {nl}Derrote-o e saia de l?antes que a Geada de Pedra comece.
QUEST_LV_0200_20150317_000218	Correr para desviar tamb? ?uma boa soluo. {nl}Mas voc?n? pode fazer isso por muito tempo. {nl}Isso precisa ser detido com um grande volunt?io leal como voc?
QUEST_LV_0200_20150317_000219	Ouvir que foi derrotado foi a hist?ia mais esperan?sa que ouvi em anos. {nl}Agora ?melhor deixar as tropas descansarem e contar a boa not?ia.
QUEST_LV_0200_20150317_000220	Tem algo que eu sempre quis perguntar se encontrasse algu? aqui. {nl}Voc?pode dar um jeito na nossa oficina? Monstros aparecem onde quer que eu v?e n? posso trabalhar. {nl}Os covardes do Ex?cito Real t? medo at?de chegar perto, ent? nem pense. {nl}O que voc?acha? Pode me ajudar?
QUEST_LV_0200_20150317_000221	O tipo de trabalho que eu fa? ?secreto, ent? n? posso contar o que ? {nl}Essas coisas n? s? de ningu? mesmo. Achado n? ?roubado.
QUEST_LV_0200_20150317_000222	Que r?ido! Voc?n? deixou passar nenhum?
QUEST_LV_0200_20150317_000223	N? quer saber como eu passei pela seguran? rigorosa? {nl}?porque eu tenho conex?s. Tem alguns soldados no reino que compram garras xxx para aumentar o registro de trabalho. {nl}Mas, na verdade, eu n? quero ficar perto desses monstros. Principalmente com A.
QUEST_LV_0200_20150317_000224	Voc?pode peg?los e me trazer as garras?
QUEST_LV_0200_20150317_000225	Acho que voc?entendeu errado. Somos arque?ogos, n? ladr?s.
QUEST_LV_0200_20150317_000226	Isso parece bem valioso. {nl}Agrade? muito.
QUEST_LV_0200_20150317_000227	?melhor parar se estiver pensando em pegar algo na Cidade Petrificada. {nl}Al? de n?, os terr?eis Ladr?s Dico est? l? {nl}Mas voc?pode ganhar uma recompensa se nos ajudar.
QUEST_LV_0200_20150317_000228	Na ?ea A, h?uma caixa com coisas que os Ladr?s Dico trouxeram de fora. Voc?pode peg?la? {nl}Eu dei uma olhada e parece que eles ainda n? voltaram.
QUEST_LV_0200_20150317_000229	Eles s? bem espertos. {nl}Trazem velharias baratas e as colocam onde cai a Geada de Pedra. {nl}Ent?, as velharias s? petrificadas e passam a parecer coisas requintadas. {nl}Ouvi falar que nobres das grandes cidades s? enganados e pagam caro por elas. 
QUEST_LV_0200_20150317_000230	Parece que os Ladr?s Dico est? planejando aumentar os neg?ios mais do que pensei. {nl}Isso ?muita coisa. Acha que eles t? conex?s com o Ex?cito Real?
QUEST_LV_0200_20150317_000231	Flores petrificadas s? vendidas muito caro para escultores novatos. {nl}Eles observam para fazer imitaes, mas n? sabem de onde elas v?. {nl}Tamb? n? adiantaria nada saber...
QUEST_LV_0200_20150317_000232	Ent?, voc?pode pegar algumas flores petrificadas?
QUEST_LV_0200_20150317_000233	Meu irm? estudou muito para se tornar um escultor. {nl}Embora eu n? saiba onde ele foi ap? o Medzio Diena... {nl}Sei que est?criando belas Est?uas das Deusas em algum lugar, se estiver vivo. .
QUEST_LV_0200_20150317_000234	Isso me lembra do meu irm?... {nl}Onde ele est?e o que est?fazendo agora? {nl}Enfim, agrade? por ter pegado.
QUEST_LV_0200_20150317_000235	Tenho um amigo que deveria vir aqui, mas ele desapareceu. Voc?pensou que eu ficaria sem ningu? nesse lugar enorme? {nl}Acho que aconteceu alguma coisa.
QUEST_LV_0200_20150317_000236	Ele est?se escondendo com os guardas na ea de Seguran?. Essa Garrafa d믟gua tem um c?igo. D?isso para os guardas, eles v? saber e falar com voc?
QUEST_LV_0200_20150317_000237	?melhor fazer isso r?ido, pois a Geada de Pedra acabou de passar. {nl}?poss?el saber onde e quando a Geada de Pedra vai come?r se observar a retirada do Ex?cito Real. {nl}E o jeito mais r?ido de conseguir essa informao ?se tornando um soldado do Reino.
QUEST_LV_0200_20150317_000238	Shhhh! Fale baixo. Se nos pegarem, ser?o fim de n? dois.
QUEST_LV_0200_20150317_000239	Aquele idiota do Juvertas mandou voc?aqui? {nl}Eu falei v?ias vezes que voltaria quando terminasse meu trabalho aqui. {nl}N? pensei que o imbecil fosse mandar algu?. {nl}Na verdade, tem um grande problema aqui.
QUEST_LV_0200_20150317_000240	Nossa fam?ia n? consegue entrar na cidade. {nl}Precisamos da sua ajuda. {nl}N? podemos trazer minha fam?ia sem que as tropas saibam. {nl}Elas precisam sumir daqui.
QUEST_LV_0200_20150317_000241	Vou fazer um tumulto na ?ea A. Vou chamar os Saltimestres que est? rondando pela ?ea. {nl}Para isso, voc?precisa pegar P?de Pedra Arom?ica com os monstros. Pode fazer isso?
QUEST_LV_0200_20150317_000242	Nossas fam?ias deviam ter passado por aqui antes do Ex?cito Real. {nl}Mas Retia apressou as coisas quando a Geada de Pedra aconteceu h?um tempo e n? n? conseguimos.
QUEST_LV_0200_20150317_000243	?exatamente isso. {nl}Se voc?despejar isso aqui, logo ver?o grande Saltimestre aparecer. {nl}Mas esse n? ?o nosso plano!
QUEST_LV_0200_20150317_000244	Esse lugar n? deve se tornar um campo de batalha. Nossas fam?ias n? conseguiriam passar. {nl}Vamos pensar um pouco...
QUEST_LV_0200_20150317_000245	Aplique esse p?no monstro x que aparece na ?ea B. {nl}O Saltimestre enfeiti?do vai atacar. {nl}Retia n? vai ficar parada vendo sua ?ea ser invadida assim.
QUEST_LV_0200_20150317_000246	Nossas fam?ias v? de diversas regi?s. Eu j?fui um oficial j?ior sonhando em se tornar um estrategista. {nl}Claro, antes que a ?ea para a qual fui designado desaparecesse completamente h?4 anos, no Medzio Diena.
QUEST_LV_0200_20150317_000247	Voc?usou tudo? {nl}Ent?, essa ?a hora de agir!
QUEST_LV_0200_20150317_000248	V?at?Retia e diga a ela que o Saltimestre est?vindo. {nl}Ela n? vai acreditar, mas j?posso sentir o Saltimestre correndo at?aqui. {nl}R?ido!
QUEST_LV_0200_20150317_000249	Voc?s?precisa dizer a ela que o Saltimestre est?vindo. {nl}N? tem por que ela suspeitar de n?.
QUEST_LV_0200_20150317_000250	Nossas fam?ias passaram por aqui gra?s a voc? {nl}Voc?descobrir?v?ias coisas interessantes se continuar sua jornada nessa ?ea. {nl}Voc?tamb? pode encontrar as nossas fam?ias. Mas cuidado com os Ladr?s Dico. {nl}Ao contr?io de n?, eles eram ladr?s desde o in?io.
QUEST_LV_0200_20150317_000251	Guarda Gofden
QUEST_LV_0200_20150317_000252	Eu tamb? n? quero ficar aqui. N? h?motivo para proteger esse lugar. {nl}Chegaram ordens para ajudar os Cavaleiros de Kaliss.
QUEST_LV_0200_20150317_000253	Voc?pode me ajudar? {nl}Kostas n? volta h?dias, ent? eu n? posso sair daqui. Mas os monstros est? soltos por a? n? posso ficar sem fazer nada.
QUEST_LV_0200_20150317_000254	Os oficiais n? gostam dos Cavaleiros de Kaliss. {nl}Para guardas de patente mais baixa, como eu, os Cavaleiros de Kaliss oferecem suprimentos e apoio. N? h?por que odiarmos eles.
QUEST_LV_0200_20150317_000255	Quando cheguei aqui, precis?amos ter cuidado com as Geadas de Pedra. Mas desde o Medzio Diena, h?4 anos, todo dia ?uma crise. {nl}Vou me inscrever para sair daqui quando terminar.
QUEST_LV_0200_20150317_000256	N? faz tanto tempo que o Ex?cito Real entrou nessa ?ea por solicitao de Kostas. {nl}Boa parte da cidade manteve sua forma original 600 anos ap? a desgra?. {nl}Uma das minhas miss?s ?eliminar os registros de rebeldes que permanecem aqui.
QUEST_LV_0200_20150317_000257	N? posso deixar meu posto, j?que Kostas n? est?aqui. Voc?pode cuidar disso? {nl}Voc?encontrar?v?ios registros se procurar na ?ea comercial e pra? de Parduo.
QUEST_LV_0200_20150317_000258	N? se preocupe com o que est?escrito nos registros. {nl}N? faz sentido.
QUEST_LV_0200_20150317_000259	Preciso escoltar, limpar e proteger. N? sei como esperam que eu fa? tudo por conta pr?ria. {nl}Que bom que voc?veio ajudar.
QUEST_LV_0200_20150317_000260	Alguns dias antes de me enviarem aqui, muitos soldados vieram fazer uma verificao pr?ia para a pesquisa dos Cavaleiros de Kaliss. {nl}Mas ningu? voltou. Foram atacados pelas Geadas de Pedra irregulares.
QUEST_LV_0200_20150317_000261	Ordenaram que eu voltasse para recuperar as recordaes deles, mas ?dif?il s?de pensar. {nl}Voc?pode me ajudar?
QUEST_LV_0200_20150317_000262	As autoridades n? aceitaram bem o sacrif?io de dezenas de soldados em atividades de suporte. {nl}Por isso, o Ex?cito Real e os Cavaleiros de Kaliss ficaram distantes.
QUEST_LV_0200_20150317_000263	Voc?pode n? acreditar, mas eu tamb? poderia estar l? {nl}Ainda bem que era o meu dia de folga. Eu nem quero pensar nisso. {nl}Vou entregar isso para as fam?ias dos falecidos.
QUEST_LV_0200_20150317_000264	Como est? viajante? Mas n? sei por que est?passando por aqui...
QUEST_LV_0200_20150317_000265	Ah, quer dizer que voc??o famoso Revelador. Ouvi meus colegas de Klaipeda falarem muito de voc? {nl}Dizem que voc?sai por a?salvando o mundo de acordo com o desejo da Deusa.
QUEST_LV_0200_20150317_000266	Ent?, vou fazer uma boa oferta. Encontrei um jeito de recuperar a Cidade Petrificada. Pode me ajudar? {nl}Primeiro, livre-se dos monstros por aqui. ?melhor estarmos seguros antes de qualquer coisa, n? ?
QUEST_LV_0200_20150317_000267	Os Criomantes em Klaipeda s? teimosos e arrogantes. Se voc?sentir que eu sou assim, s?pode ser engano seu. {nl}Existem Criomantes humanos e de bom corao como eu.
QUEST_LV_0200_20150317_000268	Voc?secou as sementes? ?imo. Enfim.
QUEST_LV_0200_20150317_000269	Sua pr?ima prova ?pegar isso e testar se podemos usar enquanto eu procuro a f?mula do c?culo m?ico. {nl}Uma Muralha de Gelo aparecer?se voc?usar isso. Veja se ??il contra os monstros. {nl}Precisamos de uma rede de seguran? para testar e isso vai servir.
QUEST_LV_0200_20150317_000270	Os monstros v? atacar quando a Muralha de Gelo se formar. Cuide do resto dos monstros que deixou para tr?.
QUEST_LV_0200_20150317_000271	A Geada de Pedra n? vai mais acontecer por um tempo. {nl}N? se preocupe com isso.
QUEST_LV_0200_20150317_000272	?muito eficaz! Isso deve bloquear os monstros ou Reveladores.
QUEST_LV_0200_20150317_000273	Agora vem a parte importante. O mais importante do teste ?encontrar a Marca de Seda, uma ferramenta m?ica poderosa que pode recuperar coisas petrificadas. {nl}O Ex?cito Real idiota perdeu a ?tima Marca na regi? h?4 anos. Deve estar em algum lugar por aqui. {nl}Tamb? pode estar no est?ago de algum monstro.
QUEST_LV_0200_20150317_000274	Derrote os monstros e obtenha a pedra brilhante. Ela brilhar?por conta pr?ria. Traga para mim e vou procurar.
QUEST_LV_0200_20150317_000275	Provavelmente, o Ex?cito Real idiota n? sabe como a Marca ?importante. {nl}Ningu? al? de mim deve saber.
QUEST_LV_0200_20150317_000276	Reze para que a Marca de Seda esteja no meio dessas pedras. {nl}Sen?, eu vou ficar bem irritado.
QUEST_LV_0200_20150317_000277	Aha! Est?aqui. Como o Ex?cito Real n? conseguiu encontr?la t? f?il assim? {nl}A cabe? deles s?serve para usar capacetes? Enfim, vamos come?r o teste. Siga-me at?o c?culo m?ico que eu criei.
QUEST_LV_0200_20150317_000278	Ei, camarada, como voc?chegou aqui? {nl}Est?procurando trabalho? {nl}N? quero me intrometer, mas ?perigoso andar por a?sem ningu?. {nl}Claro, o mesmo serve para qualquer um.
QUEST_LV_0200_20150317_000279	Preciso trabalhar na ?ea comercial, mas n? posso fazer isso sozinho por causa dos monstros. {nl}Voc?pode me ajudar?
QUEST_LV_0200_20150317_000280	Que bom que os covardes dos Ladr?s Dico n? vieram at?aqui. {nl}As coisas s? limitadas, mas as pessoas v? em bandos para lev?las embora.
QUEST_LV_0200_20150317_000281	Se estiver limpo assim, parece que eu posso come?r.
QUEST_LV_0200_20150317_000282	Eu vou at?a Oficina Gerove. Voc?pode me ajudar enquanto trabalho? {nl}S?precisa me seguir por a?e lutar com os monstros enquanto isso.
QUEST_LV_0200_20150317_000283	Consegui bastante gra?s a voc? N? vou precisar procurar por dias. {nl}Pretendo esperar aqui at?meus colegas chegarem.
QUEST_LV_0200_20150317_000284	Cuide dos monstros e ladr?s de t?ulos no Distrito Militar enquanto eu preparo o teste. {nl}N? podem nos pegar ou interromper.
QUEST_LV_0200_20150317_000285	?relativamente seguro no topo da fortaleza. H?um monte de monstros e ladr?s se voc?sair daqui.
QUEST_LV_0200_20150317_000286	Voc?limpou as ?eas de teste. Bom trabalho.
QUEST_LV_0200_20150317_000287	Vou continuar o teste daqui de cima. {nl}V?at?o portal e prepare-o para testarmos.
QUEST_LV_0200_20150317_000288	Vai dar tudo certo. S? s?imagens e n? podem atravessar para este mundo.
QUEST_LV_0200_20150317_000289	Aconteceu algo ultrajante. O que seria isso? {nl}Cronomantes n? v? acreditar. Ser?que o passado interferiu no futuro? Ou o futuro interferiu no passado?
QUEST_LV_0200_20150317_000290	?melhor que eu fique aqui e ajuste o portal at?o Campo de Batalha Final.
QUEST_LV_0200_20150317_000291	General Adjunto Hans
QUEST_LV_0200_20150317_000292	N? faz muito tempo desde que cooperamos com os ladr?s de t?ulos. {nl}Ajud?los sem que o Ex?cito Real soubesse foi como ter a vida por um fio. {nl}Mas o que fazer? S?estamos seguindo ordens.
QUEST_LV_0200_20150317_000293	Eles v? passar pela Rua do Centro. {nl}Claro, eles v? enfrentar os monstros. Haver?uma grande comoo e os guardas os encontrar?. {nl}Quero que voc?participe nesse momento. Ao contr?io dos Ladr?s Dico, eles odeiam ficar devendo algo e v? ajudar na sua jornada.
QUEST_LV_0200_20150317_000294	S? v?ios deles, ent? n? n? sabemos quando v? passar. {nl}Mas vamos ficar de olho para que nada d?errado.
QUEST_LV_0200_20150317_000295	Voc?derrotou os monstros? Os guardas estavam perguntando o que era a confus? e falei de voc? {nl}Deve dar tudo certo.
QUEST_LV_0200_20150317_000296	N? se esque?. O Ex?cito Real n? pode saber que ajudamos os ladr?s de t?ulos. {nl}Sua vida pode estar amea?da.
QUEST_LV_0200_20150317_000297	Precisamos levar Steponas at?a Rua do Centro. {nl}Ele prometeu nos levar at?o N?leo Congelado para ajudar a estudar a Geada de Pedra. {nl}Precisamos fugir dos guardas para fazer isso.
QUEST_LV_0200_20150317_000298	Os guardas est? recebendo suprimentos dos cavaleiros n? oficialmente. Cubra-os com fragr?cia de monstro. {nl}D?para os guardas na foz do rio. Isso vai causar um grande tumulto.
QUEST_LV_0200_20150317_000299	Eles v? reduzir os limites conforme forem atacados. {nl}Ou v? trazer um grande ex?cito. {nl}Mas n? poder? fazer isso na situao atual do Reino.
QUEST_LV_0200_20150317_000300	Os guardas sentiram a fragr?cia? {nl}Os monstros devem ter sentido.
QUEST_LV_0200_20150317_000301	A Baleia de Pedra atacar?os guardas em breve. {nl}Aja como se fosse cumpriment?los e fa? com que saiam da encruzilhada. {nl}Ent?, Steponas vai passar abertamente.
QUEST_LV_0200_20150317_000302	Rofdel ficar?de olho da torre de vigia. Por?, em um dia nublado assim, ele n? vai fazer nada.
QUEST_LV_0200_20150317_000303	Steponas passou em seguran?. {nl}Ele estava procurando por voc? V?ajud?lo. {nl}Os guardas n? falar? sobre n? para Rofdel. {nl}Tudo o que eles estavam pegando at?agora ?contra a lei militar.
QUEST_LV_0200_20150317_000304	O Quartel-general dos Cavaleiros est?coletando registros antigos que o Ex?cito Real n? conseguiu eliminar. {nl}Como voc?j?os viu algumas vezes, acha que tem algo estranho?
QUEST_LV_0200_20150317_000305	O Ex?cito Real est?espalhando material promovendo o grande primeiro ministro do passado, o Premi?Eminente, e os ladr?s de t?ulos. {nl}Pegue esse folheto. Haver?um furo se compararmos com os dados hist?icos que coletamos.
QUEST_LV_0200_20150317_000306	O Ex?cito Real tem dificuldades para recrutar h?4 anos. Ent?, eles est? espalhando folhetos como este para os n?ades fora da cidade perdida ou para os ladr?s de t?ulos se alistarem. {nl}Claro, eles v? ser tratados como escravos quando o mundo estiver melhor para se viver.
QUEST_LV_0200_20150317_000307	Ent?, ?isso o que diz. Eles fizeram hist?ias t? constrangedoras soarem como um ?ico heroico para os ignorantes. {nl}Vou enviar isso ao Quartel-general dos Cavaleiros.
QUEST_LV_0200_20150317_000308	Foi voc?que gerou uma oportunidade para mim. {nl}Voc?merece aplausos por entender e executar os planos imprudentes de Hans, mas precisamos ficar quietos. Fique com a minha gratid?.
QUEST_LV_0200_20150317_000309	Eu chamei voc?para encontrar o N?leo Congelado que prometi para os cavaleiros de Kaliss. {nl}Mas eu n? sabia que os guardas estavam andando por a?assim! Isso muda os planos.
QUEST_LV_0200_20150317_000310	O N?leo Congelado que estamos procurando est?dentro do Gelador de Pedra. Voc?precisar?de uma bomba bem forte para peg?lo. {nl}Traga-me p?vora de pedra dos monstros perto das ru?as do moinho. Eu vou process?la para ser ?il.
QUEST_LV_0200_20150317_000311	Tem algu? observando a Rua do Centro na Torre de Vigia do Sul. {nl}N? ser?f?il faz?lo ignorar o tumulto que n? fizemos aqui. {nl}Ent?, fa? o que eu disser.
QUEST_LV_0200_20150317_000312	Ah, isso far?uma grande explos? at?com golpe pequeno. ?imo! Espere um minuto.
QUEST_LV_0200_20150317_000313	Para evitar que exploda nas suas m?s, voc?precisa transform?la em uma bomba rel?io ou lan詣-la. {nl}Mas n? tem como achar um estopim por aqui e n? vai acender por causa da poeira. {nl}Vou lhe dar a p?vora de pedra processada para jogar nos monstros. Se tiver sorte, criar?uma grande explos? sem barulho. Sen?, isso vai deix?los irritados.
QUEST_LV_0200_20150317_000314	Se n? fizermos isso, n? podemos come?r o pr?imo passo.
QUEST_LV_0200_20150317_000315	N? vai explodir imediatamente e a explos? n? ?firme. O que fazer?
QUEST_LV_0200_20150317_000316	Para fazer com que grude no monstro e exploda, precisamos de alguma coisa bem viscosa. {nl}Voc?pode pegar muco grudento dos monstros em Viskas?
QUEST_LV_0200_20150317_000317	Vou falar de novo. Essa ?a ?ica maneira de manter voc?em seguran?.
