ETC_20150317_000001	$Kepa
ETC_20150317_000507	Cutícula
ETC_20150317_000508	$Infraburk
ETC_20150317_000509	{memo X}Não se sabe ao certo a qual monstro o Infraburk se assemelha, mas ele certamente é feroz.
ETC_20150317_000510	Soldado de Mandara
ETC_20150317_000511	{memo X}Dama da Noite
ETC_20150317_000512	Worg
ETC_20150317_000513	Saltifilha
ETC_20150317_000514	Lutador da Prisão
ETC_20150317_000515	Eles matam outros demônios como passatempo.
ETC_20150317_000516	Conchaverde
ETC_20150317_000517	Sparnicht
ETC_20150317_000518	Infrapedraruga
ETC_20150317_000519	Um pequeno monstro que é parte tartaruga, parte mineral. Ele prefere viver sozinho a viver em grupo.
ETC_20150317_000520	Verme das Catacumbas
ETC_20150317_000521	Ovo de Verme
ETC_20150317_000522	Verme Verde
ETC_20150317_000523	Verme Amarelo
ETC_20150317_000524	Ovo de Verme Verde
ETC_20150317_000525	Ovo de Verme Amarelo
ETC_20150317_000526	Cactovel
ETC_20150317_000527	Kirmepéia
ETC_20150317_000528	$Magburk
ETC_20150317_000529	Drapélio
ETC_20150317_000530	Sparnas de Chifres
ETC_20150317_000531	Árvore de Ferro
ETC_20150317_000532	Caçador Vubbe
ETC_20150317_000533	Toupeira de Cristal
ETC_20150317_000534	Denótico
ETC_20150317_000535	Sparnasomem
ETC_20150317_000536	Dama dos Túmulos
ETC_20150317_000537	Desbatedor
ETC_20150317_000538	Fantasmúmia
ETC_20150317_000539	Kubas
ETC_20150317_000540	Desmancha-Prazeres
ETC_20150317_000541	Egocendiário
ETC_20150317_000542	Górgona
ETC_20150317_000543	Lithorex
ETC_20150317_000544	Moa
ETC_20150317_000545	Escorpião
ETC_20150317_000546	Tecelã Mortal
ETC_20150317_000547	Atirador do Templo
ETC_20150317_000548	Chaparição
ETC_20150317_000549	Minotauro
ETC_20150317_000550	Cérbero
ETC_20150317_000551	Mão do Demônio
ETC_20150317_000552	Duende Gigante
ETC_20150317_000553	Helgasercle Refletida
ETC_20150317_000554	Mago Hori
ETC_20150317_000555	Guerreiro Vubbe
ETC_20150317_000556	Lacaio Invocado
ETC_20150317_000557	Espantalho
ETC_20150317_000558	Aukuras
ETC_20150317_000559	Vubbe Graduado
ETC_20150317_000560	Marumusu
ETC_20150317_000561	Tocha
ETC_20150317_000562	Aranha de Cristal
ETC_20150317_000563	Devido à sua aparência, mineradores novatos normalmente tentam extrair o cristal das costas das aranhas e são atacados.
ETC_20150317_000564	Enxame de Abelhas
ETC_20150317_000565	Estrepe
ETC_20150317_000566	Filibo
ETC_20150317_000567	Aqueles que virem Filibo como uma criatura pequena e bela serão rapidamente feridos por ela.
ETC_20150317_000568	Garrafa de Água-Benta
ETC_20150317_000569	Evento do Espinheiro
ETC_20150317_000570	Corrente
ETC_20150317_000571	Caixa de Esconder
ETC_20150317_000572	Morcego
ETC_20150317_000573	Agindo como um lacaio batedor de Mirtis, esses morcegos já viveram ao redor do mundo, mas cresceram e se tornaram uma grande ameaça, apesar de seus corpos pequenos.
ETC_20150317_000574	Ginklas de Campo
ETC_20150317_000575	Bovino das Trevas de Campo
ETC_20150317_000576	Ferroada-Rainha Fatal
ETC_20150317_000577	Nureongi
ETC_20150317_000578	Pintado
ETC_20150317_000579	Mancha Branca
ETC_20150317_000580	x
ETC_20150317_000581	Bigorna
ETC_20150317_000582	Guerreiro Javalomem
ETC_20150317_000583	Embora os Javalomens sejam mais inteligentes que os Vubbes e possam usar ferramentas, seus instintos brutais impedem qualquer progresso e levam a muitos erros estúpidos.
ETC_20150317_000584	Arqueiro Javalomem
ETC_20150317_000585	Javalomens sensatos são frequentemente vistos assumindo o papel de arqueiros.
ETC_20150317_000586	Xamã Javalomem
ETC_20150317_000587	Alguns Javalomens adquiriram habilidades através da experiência, mas ainda possuem instintos Javalomens.
ETC_20150317_000588	Ellom
ETC_20150317_000589	Dizem que eles recebem seus poderes das almas humanas, pois se reúnem em direção dos feridos.
ETC_20150317_000590	Ellom Verde
ETC_20150317_000591	Esse tipo de Ellom é tóxico.
ETC_20150317_000592	Ellom Amarelo
ETC_20150317_000593	Xamã Merog
ETC_20150317_000594	Uma variante do Merog. Pequenas diferenças no processo de mutação distinguem os vários Merogs.
ETC_20150317_000595	Ferrão Merog
ETC_20150317_000596	Esse monstro réptil ataca instintivamente, mas mostra muitas habilidades e inteligência.
ETC_20150317_000597	Capitão Javalomem
ETC_20150317_000598	Um Javalomem cuja inteligência e instinto lhe conferem liderança na luta contra os humanos.
ETC_20150317_000599	Chupaluka
ETC_20150317_000600	Um monstro que dizem ter sido criado por demônios usando o Chupacabra.
ETC_20150317_000601	Elloverme
ETC_20150317_000602	É sujo por natureza e grosseiro por aparência.
ETC_20150317_000603	Ellogua
ETC_20150317_000604	É feroz contra outros monstros e humanos, mais ainda contra insetos.
ETC_20150317_000605	Grolsnador
ETC_20150317_000606	Anfíbios que se expandiram e evoluíram para poderem caçar em regiões áridas; viajantes devem tomar cuidado com eles.
ETC_20150317_000607	Wendigo
ETC_20150317_000608	Um monstro com o hábito de atrair e atacar humanos.
ETC_20150317_000609	Lagartomem
ETC_20150317_000610	Você consegue imaginar a origem dessa fera só pelo nome ou aparência.
ETC_20150317_000611	Owo
ETC_20150317_000612	O Owo é um monstro originário dos esporos de algumas plantas. Não está claro se ele ainda irá crescer em relação à sua forma atual.
ETC_20150317_000613	Kepari
ETC_20150317_000614	Os Kepari não têm relação com os Kepa e são mais parecidos com animais.
ETC_20150317_000615	Kodomor
ETC_20150317_000616	Desde o desaparecimento das deusas, um das mudanças mais bizarras é ver essas criaturas marinhas atualmente agirem em terra.
ETC_20150317_000617	Kowak
ETC_20150317_000618	Ele ainda tende a gravitar em torno de carne podre.
ETC_20150317_000619	Armadilha Explosiva
ETC_20150317_000620	Estátua Assustadora da Deusa 
ETC_20150317_000621	Est. da Deusa - Pontos de Habilidade
ETC_20150317_000622	Est. da Deusa - Atributos
ETC_20150317_000623	Est. da Deusa - Trânsito entre Zonas
ETC_20150317_000624	Lêmure
ETC_20150317_000625	Ainda não está claro o que deforma esse monstro.
ETC_20150317_000626	Lemuria
ETC_20150317_000627	Parecida com o Lêmure, mas é resistente ao frio.
ETC_20150317_000628	Lutador Javalomem
ETC_20150317_000629	Ao mesmo tempo em que parecem guardas, esses Javalomens possuem extensa experiência de batalha.
ETC_20150317_000630	Batedor Javalomem
ETC_20150317_000631	Se comparado ao Javalomem comum, ele é mais forte, mas sua inteligência é menor.
ETC_20150317_000632	Garça
ETC_20150317_000633	Alpaca
ETC_20150317_000634	Boneco de Neves
ETC_20150317_000635	Hidra
ETC_20150317_000636	Clímene
ETC_20150317_000637	Saquopéia
ETC_20150317_000638	Colimencia
ETC_20150317_000639	Abóbora Incandescente
ETC_20150317_000640	Cauleposa
ETC_20150317_000641	Harpia
ETC_20150317_000642	Golem Contemplador
ETC_20150317_000643	Mofocórnio
ETC_20150317_000644	$Louva-a-Deus
ETC_20150317_000645	Moyabruka
ETC_20150317_000646	Voorta
ETC_20150317_000647	Zinute
ETC_20150317_000648	É um monstro formado pela junção de um animal com um mineral. Recentemente, várias formas desses monstros têm sido descobertas.
ETC_20150317_000649	Lauzinute
ETC_20150317_000650	É uma das diversas variações de Zinutes.
ETC_20150317_000651	Chupacabra do Deserto
ETC_20150317_000652	Uma variante do Chupacabra que habita em vários locais, causando prejuízos aos humanos e à agricultura.
ETC_20150317_000653	Portão do Mausoléu Real
ETC_20150317_000654	Zinute Amarelo
ETC_20150317_000655	Lauzinute Azul
ETC_20150317_000656	Espectro de Campo
ETC_20150317_000657	Varv
ETC_20150317_000658	Apesar de pequeno, cresceu bastante em relação ao seu estado original e caça em busca de carne durante toda a sua vida.
ETC_20150317_000659	Espírito da Floresta de Campo Azul
ETC_20150317_000660	Hidra de Campo
ETC_20150317_000661	Espírito da Floresta de Campo Verde
ETC_20150317_000662	Poata Colar de Ossos
ETC_20150317_000663	Golem Cinza Silvestre
ETC_20150317_000664	Toupeira de Cristal Geófaga
ETC_20150317_000665	Espírito da Floresta Maluco
ETC_20150317_000666	Rikaus Pálido
ETC_20150317_000667	Carapaça Sólida
ETC_20150317_000668	Ciclope Inexpugnável
ETC_20150317_000669	Sequoia Azul Destemida
ETC_20150317_000670	Tormenta das Trevas Espinhosa
ETC_20150317_000671	Rocharuga Blindada
ETC_20150317_000672	Bovino das Trevas Chifre de Ferro
ETC_20150317_000673	Molich Feroz
ETC_20150317_000674	Yonazolem Trepidante
ETC_20150317_000675	Tecelã Entronada Venenosa
ETC_20150317_000676	Castorpião Rápido
ETC_20150317_000677	Melpino da Ponte Saltitante
ETC_20150317_000678	Kirmepéia Litófaga
ETC_20150317_000679	Magburk Jarro de Fogo
ETC_20150317_000680	Arconte Moderado
ETC_20150317_000681	Chefe Kepa Indomável
ETC_20150317_000682	Voorta Bizarra
ETC_20150317_000683	Harpia Turbilhão
ETC_20150317_000684	Duende Gigante Frenético
ETC_20150317_000685	Natimorto de Aço
ETC_20150317_000686	Árvore de Ferro Saltitante
ETC_20150317_000687	Achatador Trêmulo
ETC_20150317_000688	Shnayim se move novamente
ETC_20150317_000689	Minotauro Empolgado
ETC_20150317_000690	Denótico Agitado
ETC_20150317_000691	Clímene Precária
ETC_20150317_000692	Abóbora Incandescente Inflamável
ETC_20150317_000693	Cauleposa Agitado
ETC_20150317_000694	Mofocórnio Ruidoso
ETC_20150317_000695	Louva-a-Deus Penetrante
ETC_20150317_000696	Moyabruka Espinhosa de Pedra
ETC_20150317_000697	Colimencia Maluca
ETC_20150317_000698	Chafer Mãos de Cunha
ETC_20150317_000699	Tecelã Mortal Blasfema
ETC_20150317_000700	Saltimestre de Campo
ETC_20150317_000701	Cérbero Violento
ETC_20150317_000702	Chaparição Sombria
ETC_20150317_000703	Carregador de Mina Ruidoso
ETC_20150317_000704	Arma
ETC_20150317_000705	Se por um lado não possui olhos, Arma tem os sentidos da audição e olfato altamente desenvolvidos.
ETC_20150317_000706	Opaco
ETC_20150317_000707	Ele ataca pessoas com uma bola de fogo que cuida e carrega por onde vai.
ETC_20150317_000708	Frasco
ETC_20150317_000709	Uma variante de monstro proveniente dos pertences de um mago. É resistente ao seu uso original.
ETC_20150317_000710	Cone de Fogo
ETC_20150317_000711	Um monstro triste que não consegue voar.
ETC_20150317_000712	Boneca Xamã
ETC_20150317_000713	Apesar de ter sido criada por um mago que utilizou a melhor magia disponível, ela atualmente se tornou hostil contra os humanos devido à influência dos demônios.
ETC_20150317_000714	Boneca Xamã Negra
ETC_20150317_000715	Boneca Xamã Amarela
ETC_20150317_000716	Boneca Xamã Maga
ETC_20150317_000717	Quando os demônios capturaram a Torre da Arquimaga, essa boneca foi grandemente afetada. Em particular, ela instintivamente odeia usuários de magia.
ETC_20150317_000718	{memo X}Gosma Grande
ETC_20150317_000719	A gosma é um organismo do reino demoníaco. Sua população explodiu após o período da catástrofe, especialmente ao redor da Torre da Arquimaga.
ETC_20150317_000720	Gosma Verde Grande
ETC_20150317_000721	Gosma Amarela Grande
ETC_20150317_000722	Gosma Negra Grande
ETC_20150317_000723	Golem de Fogo
ETC_20150317_000724	Golem Contemplador Aquecido
ETC_20150317_000725	Senhor dos Túmulos Nobre
ETC_20150317_000726	Zolem Azul
ETC_20150317_000727	Velho Gancho Vermelho
ETC_20150317_000728	Uma das criaturas do nível inferior dos demônios. Possui um pouco de inteligência.
ETC_20150317_000729	Torreta
ETC_20150317_000730	Bigorna Dourada
ETC_20150317_000731	Rexipher Humanoide 
ETC_20150317_000732	Salamandra Incendiária
ETC_20150317_000733	Lobisomem Faminto
ETC_20150317_000734	Saqueopéia Repugnante
ETC_20150317_000735	Espectro Sem Face
ETC_20150317_000736	Mini Zinutekas
ETC_20150317_000737	Raflor
ETC_20150317_000738	Quando os botânicos descobriram a Raflor, eles planejaram chamá-la de Trípede, nome que desde então foi dado para outro monstro.
ETC_20150317_000739	Fungriba Grande
ETC_20150317_000740	Elloma
ETC_20150317_000741	Desmos
ETC_20150317_000742	Inseto
ETC_20150317_000743	Raflor Negra
ETC_20150317_000744	Muralha de Gelo
ETC_20150317_000745	Mago Vubbe
ETC_20150317_000746	Mago Vubbe do Fogo 
ETC_20150317_000747	Mago Vubbe do Gelo
ETC_20150317_000748	Xamã Vubbe
ETC_20150317_000749	Fugitivo Wendigo
ETC_20150317_000750	Cromocão
ETC_20150317_000751	Um monstro cujo habitat foi realocado próximo ao vulcão.
ETC_20150317_000752	Carnurso
ETC_20150317_000753	Um monstro híbrido que exibe as vantagens de ter o corpo de duas feras conhecidas.
ETC_20150317_000754	Ultano
ETC_20150317_000755	Os Ultanos sempre foram pássaros não voadores mesmo antes de sua deformação.
ETC_20150317_000756	Rubabos
ETC_20150317_000757	Não se deixe enganar por sua bela aparência. Esse monstro tentará despedaçar você se tiver chance.
ETC_20150317_000758	Mago Panto
ETC_20150317_000759	Uma distinta variante de Panto com grande inteligência. Geralmente, aparece junto com outras variantes Panto.
ETC_20150317_000760	Xamã Panto
ETC_20150317_000761	Os Xamãs Panto são poderosos, mas não sabem que são uma espécie de mago em desenvolvimento. A grande questão é que você deve prestar bastante atenção neles durante o combate.
ETC_20150317_000762	Mago Panto Azul
ETC_20150317_000763	Mago Panto Vermelho
ETC_20150317_000764	Bruma
ETC_20150317_000765	Um mutante um tanto belo que está sempre se mostrando inexpressivo. Sempre se juntam quando cantam.
ETC_20150317_000766	Moyabu
ETC_20150317_000767	A Moyabu é uma evolução da Moya. É bem mais violenta do que ela.
ETC_20150317_000768	Bavon
ETC_20150317_000769	No que diz respeito a voar, o Bavon seria melhor apenas flutuando.
ETC_20150317_000770	Tanu
ETC_20150317_000771	Uma planta carnívora que usa iscas para conseguir alimento. Ela desfia sua comida antes de ingeri-la.
ETC_20150317_000772	Nozigs
ETC_20150317_000773	Um monstro de três cabeças. É difícil distinguir se o corpo principal é apenas uma cabeça ou as três.
ETC_20150317_000774	Guerreiro Panto Azul
ETC_20150317_000775	Guerreiro Panto Vermelho
ETC_20150317_000776	Assassino Panto
ETC_20150317_000777	Moglan
ETC_20150317_000778	Essa fera já vagou exclusivamente no reino demoníaco. Hoje, ela pode ser encontrada no mundo inteiro, colocando em risco a vida selvagem e os humanos.
ETC_20150317_000779	Denden
ETC_20150317_000780	Os demônios domesticaram Denden e o usam para seus propósitos malignos.
ETC_20150317_000781	Doyor
ETC_20150317_000782	Se um cogumelo móvel venenoso deixa você tenso, considere Doyor como um exemplo.
ETC_20150317_000783	Cuia
ETC_20150317_000784	A erva amarela em seu corpo parece flexível. Mas tocá-la pode ser bem doloroso.
ETC_20150317_000785	Rondo
ETC_20150317_000786	O Rondo não é um animal desse mundo, tendo vindo para cá após cruzar o reino demoníaco.
ETC_20150317_000787	Demônio da Terra
ETC_20150317_000788	O Demônio da Terra é bastante perverso. Você deve tomar cuidado com seus pertences, pois ele pode roubá-las.
ETC_20150317_000789	Lanceiro Panto
ETC_20150317_000790	Lanceiro Panto Vermelho
ETC_20150317_000791	Lanceiro Panto Azul
ETC_20150317_000792	Caro
ETC_20150317_000793	Embora pareça não possuir extremidades afiadas, elas se mostrarão cortantes na batalha.
ETC_20150317_000794	Dubby
ETC_20150317_000795	Noz-Folha
ETC_20150317_000796	Existem muitos casos de frutas deformadas que se transformaram em monstros. O Noz-Folha faz parte desses casos.
ETC_20150317_000797	Panto
ETC_20150317_000798	Suas pupilas alongadas são um traço característico.
ETC_20150317_000799	Panto Vermelho
ETC_20150317_000800	Panto Azul
ETC_20150317_000801	Panto Manchado
ETC_20150317_000802	Guerreiro Panto
ETC_20150317_000803	Um Panto com excelentes habilidades de combate, é umas das subespécies mais fortes da floresta.
ETC_20150317_000804	Panto com Pá
ETC_20150317_000805	Unicórnio
ETC_20150317_000806	Dullahan
ETC_20150317_000807	Nuodai
ETC_20150317_000808	Centauro
ETC_20150317_000809	Velpéia
ETC_20150317_000810	Serpe-Marreta
ETC_20150317_000811	Tartai
ETC_20150317_000812	Siril
ETC_20150317_000813	Caranguil
ETC_20150317_000814	Glacomem
ETC_20150317_000815	Belian
ETC_20150317_000816	Merge
ETC_20150317_000817	Plokste
ETC_20150317_000818	Houngan Arbóreo
ETC_20150317_000819	Voogarta
ETC_20150317_000820	{memo X}Blud
ETC_20150317_000821	Neop
ETC_20150317_000822	{memo X}Falcão de Estimação
ETC_20150317_000823	Relógio
ETC_20150317_000824	Bolha de Sabão
ETC_20150317_000825	Ham
ETC_20150317_000826	Cristal de Velheider
ETC_20150317_000827	Folha
ETC_20150317_000828	Arvorabilidade
ETC_20150317_000829	Arvorabilidade B
ETC_20150317_000830	Arvorabilidade C
ETC_20150317_000831	Arvorabilidade D
ETC_20150317_000832	Arvorabilidade E
ETC_20150317_000833	Mallardu
ETC_20150317_000834	As flores ao redor de seu pescoço são reais e não apenas enfeites.
ETC_20150317_000835	Mali
ETC_20150317_000836	Se você imprudentemente tocar uma das folhas em sua cabeça, Mali imediatamente lançará sua ira implacável sobre você.
ETC_20150317_000837	Grummer
ETC_20150317_000838	Tome cuidado com a fumaça que essa criatura libera, pois é altamente tóxica e vai durar por algum tempo.
ETC_20150317_000839	Beija-Flor
ETC_20150317_000840	Uma picada de seu bico afiado causará uma dor constante, que vai durar por algum tempo.
ETC_20150317_000841	Mosca-Folha
ETC_20150317_000842	As extremidades de suas asas estão cobertas de veneno. Tocá-las causará paralisia.
ETC_20150317_000843	Escudo
ETC_20150317_000844	Bandeira
ETC_20150317_000845	Zumbi
ETC_20150317_000846	Orbe de Alquimista
ETC_20150317_000847	Mandrágora
ETC_20150317_000848	Mago Vikaras
ETC_20150317_000849	Um demônio de patente inferior que está sempre em busca de oportunidades de se promover.
ETC_20150317_000850	Bandeira Ogouveve Azul
ETC_20150317_000851	Udumbara
